Modelo;Texto_Raw;Texto_Input;Traduccion_Raw
Claude;"其中一个手段，是关于命牌蛊、魂灯蛊";One of the methods was about life tablet Gu and soul lantern Gu;"One of the methods involves the Life Tablet Gu and Soul Lamp Gu."
Claude;"他最后说，我十分伤心，跟着你来的日子也不远了";He finally said that his grief was so deep that the day he would follow her to the grave would not be far away;"He finally said, I am very sorrowful, the days of following you are not far off."
Claude;"刚想到这里，陆畏因眼前忽然一黑";While thinking of this, Lu Wei Yin’s vision suddenly turned dark;"Just as he thought of this, Lu Wei's eyes suddenly went black."
Claude;"欧阳锋道";Hong Qigong said;"Ouyang Feng said."
Claude;"一灯道";Yideng said;"Yi Deng said."
Claude;"大部分风刃则成功地绕过水莲，在后方重新汇聚，形成一个稍小的纠风，仍旧向那头荒级虚兽撞去";But most of the wind blades dodged the water lotus and gathered together again, forming a smaller entangled wind, and charging towards the desolate level phantom beast;"Most of the wind blades successfully bypassed the water lotus, regathering behind it to form a slightly smaller whirlwind, still rushing toward that desolate-level virtual beast."
Claude;"嘴巴张得老大，露出一嘴齐整的牙齿，牙关紧闭";The mouths opened up with jaws clenched, revealing a set of even teeth;"His mouth opened wide, revealing a mouthful of neat teeth, his jaw clenched tightly."
Claude;"伊上帝之降命，何修短之难哉";Why did God make someone is life so short;"By the descent of the Emperor's mandate, what difficulty is there in length and brevity?"
Claude;"东方长凡点点头";Dong Fang Chang Fan nodded;"Dongfang Changfan nodded."
Claude;"倒是真不错";He is truly a good choice;"It's actually quite good."
Claude;"泰琴拼尽全力，不惜施展损害自己的手段，终于将王蚁收服";Tai Qin gave it her all and used methods that carried backlash to herself but finally subdued the ant queen;"Tai Qin exhausted all his strength, not hesitating to employ methods that damaged himself, and finally subdued the King Ant."
Claude;"柯镇恶听了两人对答，知道郭靖懂得谦抑，心下也自喜欢";Ke Zhen E was delighted listening to their conversation. He was proud that Guo Jing was well-behaved;"Ke ZhenE listened to the exchange between the two and knew that Guo Jing understood modesty, so he was pleased in his heart."
Claude;"但此茶却是个例外，要一口气喝掉";ut this tea was different, one had to gulp it in one mouthful;"But this tea is an exception, it must be drunk in one gulp."
Claude;"领队的武官叫道";The leader shouted in response;"The leading military official called out."
Claude;"而现在，他只有将自身强悍到了极致后，才有把握，将那看似打不死的雷山，直接轰杀，一旦将其轰杀，白小纯就可以在无人追击中，彻底逃遁出去";Right now, Bai Xiaochun knew that he had to become as powerful as he possibly could. He needed to cut down the seemingly unkillable Lei Shan, which would give them the oppor tunity to truly escape;"But now, only after strengthening himself to the extreme could he be confident of directly killing that seemingly unkillable Lei Shan. Once Lei Shan was killed, Bai Xiaochun could completely escape without anyone pursuing him."
Claude;"气海老祖，你我之间其实并没有什么大的矛盾，完全可以和平共处";Qi Sea Ancestor, we do not have a huge grudge between us, we can coexist in peace;"Qi Hai Old Ancestor, there is actually no great contradiction between us, we can completely coexist peacefully."
Claude;"若非方源不想在炎煌雷泽仙僵面前，暴露了定仙游和自己的身份，他早就赶到了";If not for the fact that Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of the Blazing Glory Lightning Brilliance immortal zombie, he would have arrived long ago;"If Fang Yuan did not wish to expose the identity of Ding Xian You and himself before the Yan Huang Lei Ze Immortal Stalemate, he would have arrived long ago."
Claude;"常山yīn的过去，早已经成为一个关于英雄的传说，在北原大地上广为流传";Chang Shan Yin's past was a heroic tale, it was widely spread in northern plains;"Changshan Yin's past has long become a legend about heroes, widely circulated across the Northern Plains."
Claude;"我全身发抖，冷得很";I was shaking all over, I was very cold.;"My whole body trembles, I'm very cold."
Claude;"这就是将来，巨阳仙尊血道有成之后，可以吞并长生天，使得自身实力实现恐怖暴涨";In the future, after Giant Sun I mmortal Venerable’sblood path cultivation reach ac ertain level, he could annex Longevity Heaven to raise his strength to at errifying level;"This is the future where, after the Giant Yang Immortal Venerable's blood path is perfected, he can devour the Eternal Heaven, causing his own strength to experience a terrifying surge."
Claude;"元始仙尊的复活之法，方源知晓其中一个";Fang Yuan knew one of Primordial Origin Immortal Venerable’s revival methods;"Fang Yuan knows one method of the Primordial Immortal Venerable's resurrection."
Claude;"他们之前在大殿内也讨论过，彼此都非常为难，因为荣耀弟子的身份，太重要了，在这之前，给的都是战死之人，还从来没过活人，可如今白小纯居然活蹦乱跳的出现在自己面前 这让他们在刚刚知道这个消息时，一个个都愣了一下";That was one of the reasons why the discussion had been so difficult earlier. The position of Prestige disciple was extremely important, and had previously only been conferred upon people who had died in battle, never living disciples. And yet, here Bai Xiaochun was right in front of them, healthy and no worse for wear That was one reason why all of them had been so shocked to hear the news that he was alive;"They had discussed this in the great hall before, and both were very troubled, because the identity of a glory disciple was too important. Before this, they had only given the bodies of those who died in battle, never a living person. But now Bai Xiaochun actually appeared alive and kicking before them—this made them all pause for a moment when they first learned of this news."
Claude;"我去哪啊";Where am I supposed to go;"Where am I going?"
Claude;"老毒物放蛇，真不要脸";The Old Poison dispatches his snakes! Really shameless;"The old poison creature releases snakes, truly shameless."
Claude;"那也好，我宰了八人，再来助你";I will come and help you after I have massacred these eight. Precisely;"That's fine too, I'll kill eight people, then come help you."
Claude;"但这个计划总会有完成的那一天，咱们不抓紧这次难得的机会怎么行";But this plan will eventually be completed, aren’t we grabbing onto this chance when it is available to us;"But this plan will eventually be completed one day, how can we not seize this rare opportunity?"
Claude;"智道三元要素，分别是念、意、情";Wisdom path had three elements, thoughts, wills, and emotions;"The three elemental factors of the wisdom path are thought, intention, and emotion."
Claude;"方源心中有明悟";Fang Yuan comprehended inwardly;"Fang Yuan had clarity in his heart."
Claude;"他们是我的手下";Those are my men;"They are my subordinates."
Claude;"想这些有什么用";What use is there in thinking about this;"What's the use of thinking about these things?"
Claude;"这落魄谷中，居然有盗天真传";Luo Po valley actually has a Thieving Heaven true inheritance?;"In this desolate valley, there is actually the Stealing Heaven True Transmission."
Claude;"在这过程中，不死皮，不死金刚，不死筋 也都全部恢复，甚至白小纯有种强烈的感觉，此刻的不死卷，与他之前所拥有的，不大一样";As it happened, his Undying Skin, Undying Heavenly King, and Undying Tendons all recovered completely. Furthermore, Bai Xiaochun could sense that this version of the Undying Codex was somehow different than what he had cultivated before;"During this process, the Undying Skin, Undying Vajra Body, Undying Tendons—all fully recovered, and Bai Xiaochun even had a strong feeling that the current Undying Scroll was different from what he had possessed before."
Claude;"方源面色仍旧冷漠，就算是道歉，都是一脸高傲的样子";Fang Yuan had a cold expression, even when he apologized, he had an arrogant look;"Fang Yuan's expression remained cold, even his apology carried an arrogant demeanor."
Claude;"你居然一直在欺骗我们";You actually were deceiving us;"You have actually been deceiving us all along."
