Modelo;Texto_Raw;Texto_Input;Traduccion_Raw
Claude;"轰的一声，他就与前方的元妖子与通天道人，直接撞在了一起，元妖子喷出鲜血，通天道人一样鲜血狂喷，二人倒退时，噬灵上人与广目天尊，哪怕有些迟疑，可还是前行阻拦，与白小纯再次碰触";A boom could be heard as he slammed into Prince Ur-Demon and Daoist Heavenspan. Blood sprayed out of both of their mouths as they were sent tumbling to the side. As for Reverend Devourer and Celestial Virūpākṣa, although they were still leery about the situation, they still tried to block Bai Xiaochun’s path;"With a thunderous boom, he crashed directly into Yuan Yaozi and Tongtian Daoist ahead of him. Yuan Yaozi spat out a mouthful of blood, and Tongtian Daoist likewise sprayed blood wildly. As the two of them staggered backward, Shi Ling Shangren and Guangmu Heavenly Venerable, though somewhat hesitant, still stepped forward to block him and collided with Bai Xiaochun once again."
Claude;"其中一个手段，是关于命牌蛊、魂灯蛊";One of the methods was about life tablet Gu and soul lantern Gu;"One of the methods concerns the Life Tablet Gu and the Soul Lamp Gu."
Claude;"他最后说，我十分伤心，跟着你来的日子也不远了";He finally said that his grief was so deep that the day he would follow her to the grave would not be far away;"In his final words, he said: I am deeply grieved — the day I follow after you is not far off."
Claude;"刚想到这里，陆畏因眼前忽然一黑";While thinking of this, Lu Wei Yin’s vision suddenly turned dark;"Just as that thought crossed his mind, Lu Weiyin's vision suddenly went black."
Claude;"欧阳锋道";Hong Qigong said;"Ouyang Feng said."
Claude;"一灯道";Yideng said;"Yideng said."
Claude;"大部分风刃则成功地绕过水莲，在后方重新汇聚，形成一个稍小的纠风，仍旧向那头荒级虚兽撞去";But most of the wind blades dodged the water lotus and gathered together again, forming a smaller entangled wind, and charging towards the desolate level phantom beast;"The majority of the wind blades successfully swept around Shui Lian and regrouped behind her, forming a slightly smaller wind vortex that still hurtled toward that Wasteland-rank Void Beast."
Claude;"嘴巴张得老大，露出一嘴齐整的牙齿，牙关紧闭";The mouths opened up with jaws clenched, revealing a set of even teeth;"His mouth was opened wide, revealing a full set of even teeth, his jaw clenched tight."
Claude;"伊上帝之降命，何修短之难哉";Why did God make someone is life so short;"When the Lord God sends down His decree of fate, how difficult can it be to determine the length of one's life?"
Claude;"东方长凡点点头";Dong Fang Chang Fan nodded;"Dongfang Changfan nodded."
Claude;"倒是真不错";He is truly a good choice;"That is truly not bad."
Claude;"泰琴拼尽全力，不惜施展损害自己的手段，终于将王蚁收服";Tai Qin gave it her all and used methods that carried backlash to herself but finally subdued the ant queen;"Tai Qin gave everything he had, resorting to methods that harmed himself, and finally subdued the King Ant."
Claude;"柯镇恶听了两人对答，知道郭靖懂得谦抑，心下也自喜欢";Ke Zhen E was delighted listening to their conversation. He was proud that Guo Jing was well-behaved;"Ke Zhen'e listened to the exchange between the two and, knowing that Guo Jing understood the virtue of humility, felt pleased in his heart."
Claude;"但此茶却是个例外，要一口气喝掉";ut this tea was different, one had to gulp it in one mouthful;"But this tea is an exception — it must be drunk in a single breath."
Claude;"领队的武官叫道";The leader shouted in response;"The military officer leading the group called out."
Claude;"而现在，他只有将自身强悍到了极致后，才有把握，将那看似打不死的雷山，直接轰杀，一旦将其轰杀，白小纯就可以在无人追击中，彻底逃遁出去";Right now, Bai Xiaochun knew that he had to become as powerful as he possibly could. He needed to cut down the seemingly unkillable Lei Shan, which would give them the oppor tunity to truly escape;"And now, only after pushing his own strength to the absolute limit would he have the confidence to directly blast and kill that seemingly unkillable Lei Shan. Once Lei Shan was slain, Bai Xiaochun could escape completely without anyone in pursuit."
Claude;"气海老祖，你我之间其实并没有什么大的矛盾，完全可以和平共处";Qi Sea Ancestor, we do not have a huge grudge between us, we can coexist in peace;"Ancestor of the Qi Sea, there is actually no great conflict between you and me — we can coexist peacefully."
Claude;"若非方源不想在炎煌雷泽仙僵面前，暴露了定仙游和自己的身份，他早就赶到了";If not for the fact that Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of the Blazing Glory Lightning Brilliance immortal zombie, he would have arrived long ago;"Had Fang Yuan not been unwilling to expose Ding Xianyou's and his own identity before the Yanhuang Thunder Marsh Immortal Corpse, he would have arrived long ago."
Claude;"常山yīn的过去，早已经成为一个关于英雄的传说，在北原大地上广为流传";Chang Shan Yin's past was a heroic tale, it was widely spread in northern plains;"The past of Changshan Yin had long since become a legend of a hero, widely spread across the land of the Northern Plains."
Claude;"我全身发抖，冷得很";I was shaking all over, I was very cold.;"My whole body is trembling — I am very cold."
Claude;"这就是将来，巨阳仙尊血道有成之后，可以吞并长生天，使得自身实力实现恐怖暴涨";In the future, after Giant Sun I mmortal Venerable’sblood path cultivation reach ac ertain level, he could annex Longevity Heaven to raise his strength to at errifying level;"This is what will allow Juyang Immortal Venerable, once his Blood Dao reaches fruition in the future, to devour the Eternal Heaven and achieve a terrifying, explosive surge in his own power."
Claude;"元始仙尊的复活之法，方源知晓其中一个";Fang Yuan knew one of Primordial Origin Immortal Venerable’s revival methods;"Fang Yuan knows one of the methods for reviving Primordial Immortal Venerable."
Claude;"他们之前在大殿内也讨论过，彼此都非常为难，因为荣耀弟子的身份，太重要了，在这之前，给的都是战死之人，还从来没过活人，可如今白小纯居然活蹦乱跳的出现在自己面前 这让他们在刚刚知道这个消息时，一个个都愣了一下";That was one of the reasons why the discussion had been so difficult earlier. The position of Prestige disciple was extremely important, and had previously only been conferred upon people who had died in battle, never living disciples. And yet, here Bai Xiaochun was right in front of them, healthy and no worse for wear That was one reason why all of them had been so shocked to hear the news that he was alive;"They had discussed this matter in the great hall before, and all of them found it extremely difficult, because the status of a Glory Disciple was far too important. Prior to this, it had only ever been granted to those who had died in battle — it had never been given to a living person. Yet now, Bai Xiaochun had appeared before them alive and kicking. When they had first learned of this news, each and every one of them had been momentarily stunned."
Claude;"我去哪啊";Where am I supposed to go;"Where am I supposed to go?"
Claude;"老毒物放蛇，真不要脸";The Old Poison dispatches his snakes! Really shameless;"The old venom-user releasing snakes — truly shameless."
Claude;"那也好，我宰了八人，再来助你";I will come and help you after I have massacred these eight. Precisely;"Very well then — I'll slaughter these eight first, then come to your aid."
Claude;"但这个计划总会有完成的那一天，咱们不抓紧这次难得的机会怎么行";But this plan will eventually be completed, aren’t we grabbing onto this chance when it is available to us;"But this plan will have its day of completion — how can we afford not to seize this rare opportunity?"
Claude;"智道三元要素，分别是念、意、情";Wisdom path had three elements, thoughts, wills, and emotions;"The three fundamental elements of the Wisdom Dao are: Thought, Intent, and Emotion."
Claude;"方源心中有明悟";Fang Yuan comprehended inwardly;"A flash of insight arose in Fang Yuan's heart."
Claude;"他们是我的手下";Those are my men;"They are my subordinates."
Claude;"想这些有什么用";What use is there in thinking about this;"What use is there in thinking about all this?"
Claude;"这落魄谷中，居然有盗天真传";Luo Po valley actually has a Thieving Heaven true inheritance?;"To think that within this Fallen Valley, there would actually be the true transmission of Stealing Heaven."
Claude;"在这过程中，不死皮，不死金刚，不死筋 也都全部恢复，甚至白小纯有种强烈的感觉，此刻的不死卷，与他之前所拥有的，不大一样";As it happened, his Undying Skin, Undying Heavenly King, and Undying Tendons all recovered completely. Furthermore, Bai Xiaochun could sense that this version of the Undying Codex was somehow different than what he had cultivated before;"Throughout this process, the Undying Skin, the Undying Diamond, and the Undying Sinew all fully recovered as well. Bai Xiaochun even had a strong feeling that the Undying Scroll he now possessed was not quite the same as the one he had owned before."
Claude;"方源面色仍旧冷漠，就算是道歉，都是一脸高傲的样子";Fang Yuan had a cold expression, even when he apologized, he had an arrogant look;"Fang Yuan's expression remained cold and indifferent — even when apologizing, he wore a face full of arrogance."
Claude;"你居然一直在欺骗我们";You actually were deceiving us;"You have actually been deceiving us all along."
