"ID",Arquitectura,Estado_Modelo,Tipo_Input,Texto_input,Texto_Input,Texto_Output,FIDELIDAD,CALIDAD,DOMINIO,ALUCINACION,Notas_Cualitativas
1,MBart,Fine-Tuned,Texto Origen,"""你居然一直在欺骗我们""", You actually were deceiving us,You have been deceiving us,3,3,3,0,
2,Llama 3,Base,Prompt 1,"""算不尽仙友，你是智道蛊仙更当明白眼前的局势""","Friend Suan Bu Jin, as a wisdom path Gu Immortal, you should be even more aware of the current situation","You should understand the current situation, Suanbujin Xianyou, as a wise and knowledgeable Zhi Dao Jiao Xian",1,2,1,0,
2,Llama 3,Base,Prompt 1,"""立刻这上百药草形成的药液，骤然落下，在与这血湖碰触的瞬间，如同相互之间有强烈的排斥，直接爆发，燃烧成为黑色的火焰，覆盖整个血湖""","As they flew through the air, they transformed into a medicinal liquid. When that entered the blood lake, a powerful expulsion force erupted out, and the burning caused a black smoke to rise up and fill the area","The medicinal liquid formed by the hundreds of medicinal herbs suddenly fell down, and at the moment it came into contact with the Blood Lake, it was as if there was a strong repulsion between them, directly exploding and burning into black flames, covering the entire Blood Lake",2,2,2,0,
2,Llama 3,Base,Prompt 1,"""对那些徒手肉搏者，这些堪比钢铁般坚硬的木刺，将会给他们留下深刻的印象""","To those fighting barehanded, these thorns that were as sturdy as steel would leave a lasting impression on them","For those who fight with their bare hands, these wooden stakes as hard as steel will leave a deep impression on them",3,3,3,0,
2,Llama 3,Base,Prompt 1,"""古月方想口中喃喃，捂住心口""","Gu Yue Fang Xiang muttered, his hand over his heart","Gǔ Yuè murmured to himself, covering his mouth with his hand",1,2,1,0,
2,Llama 3,Base,Prompt 1,"""若是在平地之上，尺许小径又算得了甚么，可是这石梁下临深谷，别说行走，只望一眼也不免胆战心惊""","If this stone bridge were laid on the ground, it would act just like a narrow alley, nothing to be afraid of, but under the stone bridge was a deep canyon. Just looking at it would cause the heart to tremble with fear, let alone walk across it","On level ground, a narrow path of a few inches would be nothing, but this stone bridge hangs over a deep valley, and not only is it frightening to walk on it, just looking at it makes one's heart tremble with fear",2,2,2,0,
2,Llama 3,Base,Prompt 1,"""虽然我并非黄金血脉。 参与王庭争霸，就是为了混迹到八十八角真阳楼中捞取好处""","Although I am not of the Huang Jin bloodline, I participated in the fight for Imperial Court to get some benefits from Eighty-Eight True Yang Building","Although I am not of noble birth, participating in the struggle for hegemony in the Wang Ting is just to blend in and take advantage of the opportunities in the eighty-eightth true Yang Lou",3,1,1,0,
2,Llama 3,Base,Prompt 1,"""反倒是北岸，此刻居然为上官天佑欢呼，这欢呼声让上官天佑心里别扭，他知道北岸不是因为自己，而是因为白小纯才对自己发出欢呼，也就是说，就算与白小纯对战的是一头猪，北岸也会为这头猪喝彩，这么一想，上官天佑心底对白小纯，更为不悦""","The north bank, on the other hand, actually did start to cheer for Shangguan Tianyou. In response, Shangguan Tianyou frowned, aware that they weren't really cheering for him, but against Bai Xiaochun. The north bank would cheer for any oppon ent of Bai Xiaochun’s, even if it were a pig. The thought left Shangguan Tianyou even more displeased than before","On the contrary, it was the north shore that was cheering for Shang Guan Tianyou at this moment, and this cheer made Shang Guan Tianyou feel awkward in his heart. He knew that the north shore was not cheering for himself, but for Bai Xiaochun, which meant that even if the one fighting against Bai Xiaochun was a pig, the north shore would still cheer for the pig. Thinking of this, Shang Guan Tianyou was even more displeased with Bai Xiaochun in his heart",3,2,2,0,
2,Llama 3,Base,Prompt 1,"""在仙元方面，巨阳仙尊应当占据优势。 在炼蛊方面，是方源占据优势""","In terms of immortal essence, Giant Sun Immortal Venerable should have an advantage, in terms of Gu refinement, Fang Yuan has the advantage","In terms of Xiānyuán, Jùyáng Xiānzūn should have the upper hand. In Liàn Zhú, it is Fāng Yuán who has the upper hand",3,2,2,0,
2,Llama 3,Base,Prompt 1,"""那么对不起得很，两柄剑都到了做哥哥的家里啦""","Then I am really very sorry, for both daggers would belong to my family then","So, sorry to say, both swords have arrived at Dage's home now",1,1,2,0,
2,Llama 3,Base,Prompt 1,"""方源，你怎么也想不到，会有今天吧""","Fang Yuan, you had never in your wildest imagination, expect this day to occur right","Fang Yuan, you didn't think that things would turn out this way, did you?",3,3,3,0,
2,Llama 3,Base,Prompt 1,"""提到弟弟丁言。 丁齐满脸悲伤愤怒""","Mentioning his brother, Ding Qi was extremely angry and upset",Mentioning his younger brother Ding Yan. Ding Qi's face was full of sadness and anger.,3,3,3,0,
2,Llama 3,Base,Prompt 1,"""黄蓉道""",Huang Rong said,Huang Rongdao,0,0,1,0,
2,Llama 3,Base,Prompt 1,"""大小姐，你不妨将此事交给我处理，我来找她谈，付出一些代价也无妨""","Missy, leave this to me, I will negotiate with her, it is okay if we pay a small price","Miss, you might as well let me handle this matter, I'll go talk to her, and it's alright to pay some price",2,2,2,0,
2,Llama 3,Base,Prompt 1,"""现在还不是换取变化道仙蛊方，炼制变化道的其他仙蛊的时候""","Now was not the time to exchange them for transformation path Immortal Gu recipes, or the time to refine transformation path Immortal Gu","It is not time yet to exchange the Huafang of the Transformation Path, to refine the other Huafang of the Transformation Path",2,1,0,0,
2,Llama 3,Base,Prompt 1,"""苏秦背剑""",Reviving Qin Behind the Sword,Su Qin wears a sword on his back,2,2,2,0,
2,Llama 3,Base,Prompt 1,"""轰的一声，他就与前方的元妖子与通天道人，直接撞在了一起，元妖子喷出鲜血，通天道人一样鲜血狂喷，二人倒退时，噬灵上人与广目天尊，哪怕有些迟疑，可还是前行阻拦，与白小纯再次碰触""","A boom could be heard as he slammed into Prince Ur-Demon and Daoist Heavenspan. Blood sprayed out of both of their mouths as they were sent tumbling to the side. As for Reverend Devourer and Celestial Virūpākṣa, although they were still leery about the situation, they still tried to block Bai Xiaochun’s path","With a loud crash, he directly collided with Yuanyaozi and Tongtian Daoren in front of him. Yuanyaozi spat out fresh blood, and Tongtian Daoren also sprayed out fresh blood. As the two retreated, Xi Ling Shangren and Guangmu Tianzun, although somewhat hesitant, still moved forward to block the way and collided with Bai Xiaochun again.",2,2,2,0,
2,Llama 3,Base,Prompt 1,"""其中一个手段，是关于命牌蛊、魂灯蛊""",One of the methods was about life tablet Gu and soul lantern Gu,"One of the moves is about Mìng Pái Huò, Hún Dēng Huò",2,1,1,0,
2,Llama 3,Base,Prompt 1,"""他最后说，我十分伤心，跟着你来的日子也不远了""",He finally said that his grief was so deep that the day he would follow her to the grave would not be far away,"He finally said, I am very sad, the days of following you are not far away",1,1,0,0,
2,Llama 3,Base,Prompt 1,"""刚想到这里，陆畏因眼前忽然一黑""","While thinking of this, Lu Wei Yin’s vision suddenly turned dark","As soon as he thought of this, Lu Wei's eyes suddenly darkened",3,3,3,0,
2,Llama 3,Base,Prompt 1,"""欧阳锋道""",Hong Qigong said,Ouyang Fengdao,0,0,0,0,
2,Llama 3,Base,Prompt 1,"""一灯道""",Yideng said,Yideng Dao,0,0,0,0,
2,Llama 3,Base,Prompt 1,"""大部分风刃则成功地绕过水莲，在后方重新汇聚，形成一个稍小的纠风，仍旧向那头荒级虚兽撞去""","But most of the wind blades dodged the water lotus and gathered together again, forming a smaller entangled wind, and charging towards the desolate level phantom beast","Most of the wind blades successfully bypassed the water lotus, reassembling at the rear to form a slightly smaller whirlwind that continued to charge towards the head of the Huangji Xuru beast",3,2,1,0,
2,Llama 3,Base,Prompt 1,"""嘴巴张得老大，露出一嘴齐整的牙齿，牙关紧闭""","The mouths opened up with jaws clenched, revealing a set of even teeth","His mouth was wide open, revealing a row of neat teeth, with his jaws tightly closed",2,3,2,0,
2,Llama 3,Base,Prompt 1,"""伊上帝之降命，何修短之难哉""",Why did God make someone is life so short,"Since it is the will of Yishangdi, how can the difficulty of cultivating Xiuxian be avoided?",1,0,0,0,
2,Llama 3,Base,Prompt 1,"""东方长凡点点头""",Dong Fang Chang Fan nodded,Dōngfāng Chángfán nodded slightly,2,2,2,0,
2,Llama 3,Base,Prompt 1,"""倒是真不错""",He is truly a good choice,It's actually not bad,1,1,1,0,
2,Llama 3,Base,Prompt 1,"""泰琴拼尽全力，不惜施展损害自己的手段，终于将王蚁收服""",Tai Qin gave it her all and used methods that carried backlash to herself but finally subdued the ant queen,"Tai QIN used all his strength, not hesitating to use moves that would harm himself, and finally subdued Wang Yi",2,1,2,0,
2,Llama 3,Base,Prompt 1,"""柯镇恶听了两人对答，知道郭靖懂得谦抑，心下也自喜欢""",Ke Zhen E was delighted listening to their conversation. He was proud that Guo Jing was well-behaved,"Ke Zhen'e heard the conversation between the two, knew that Guo Jing understood humility, and also liked him in his heart",2,2,2,0,
2,Llama 3,Base,Prompt 1,"""但此茶却是个例外，要一口气喝掉""","ut this tea was different, one had to gulp it in one mouthful","But this tea is an exception, to be drunk in one breath",3,2,2,0,
2,Llama 3,Base,Prompt 1,"""领队的武官叫道""",The leader shouted in response,The commander of the team is called Dào,0,0,0,1,Explica env ez de traducir
2,Llama 3,Base,Prompt 1,"""而现在，他只有将自身强悍到了极致后，才有把握，将那看似打不死的雷山，直接轰杀，一旦将其轰杀，白小纯就可以在无人追击中，彻底逃遁出去""","Right now, Bai Xiaochun knew that he had to become as powerful as he possibly could. He needed to cut down the seemingly unkillable Lei Shan, which would give them the oppor tunity to truly escape","Now, he only has a chance of winning after he has strengthened himself to the extreme, and then he can directly blast Lei Shan, who seems impossible to kill, to death. Once Lei Shan is killed, Bai Xiaochun can escape completely without being pursued.",2,2,2,0,
2,Llama 3,Base,Prompt 1,"""气海老祖，你我之间其实并没有什么大的矛盾，完全可以和平共处""","Qi Sea Ancestor, we do not have a huge grudge between us, we can coexist in peace","Qihai Laozu, there is actually no great conflict between us, and we can coexist peacefully",2,1,2,0,
2,Llama 3,Base,Prompt 1,"""若非方源不想在炎煌雷泽仙僵面前，暴露了定仙游和自己的身份，他早就赶到了""","If not for the fact that Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of the Blazing Glory Lightning Brilliance immortal zombie, he would have arrived long ago","If it weren't for Fangyuan, he wouldn't have revealed Dingxian You and his own identity in front of Yanhuang Leize Xianjing, he would have arrived earlier",0,0,0,1,Inventa otra situación
2,Llama 3,Base,Prompt 1,"""常山yīn的过去，早已经成为一个关于英雄的传说，在北原大地上广为流传""","Chang Shan Yin's past was a heroic tale, it was widely spread in northern plains","The past of Changshan Yin had already become a legendary story about a hero, widely spread on the Beiyuan continent",1,1,1,0,
2,Llama 3,Base,Prompt 1,"""我全身发抖，冷得很""","I was shaking all over, I was very cold.","My whole body is trembling, and I'm extremely cold",2,2,2,0,
2,Llama 3,Base,Prompt 1,"""这就是将来，巨阳仙尊血道有成之后，可以吞并长生天，使得自身实力实现恐怖暴涨""","In the future, after Giant Sun I mmortal Venerable’sblood path cultivation reach ac ertain level, he could annex Longevity Heaven to raise his strength to at errifying level","This is the future, after Jù Yáng Xiān Zūn's Xue Dao has been successful, it can swallow and make Chang Sheng Tiān stronger, making its own strength realize a terrifying explosion",1,1,1,0,
2,Llama 3,Base,Prompt 1,"""元始仙尊的复活之法，方源知晓其中一个""",Fang Yuan knew one of Primordial Origin Immortal Venerable’s revival methods,Yuanshi Xianzun's method of resurrection is something that Fangyuan is aware of,1,2,1,0,
2,Llama 3,Base,Prompt 1,"""他们之前在大殿内也讨论过，彼此都非常为难，因为荣耀弟子的身份，太重要了，在这之前，给的都是战死之人，还从来没过活人，可如今白小纯居然活蹦乱跳的出现在自己面前 这让他们在刚刚知道这个消息时，一个个都愣了一下""","That was one of the reasons why the discussion had been so difficult earlier. The position of Prestige disciple was extremely important, and had previously only been conferred upon people who had died in battle, never living disciples. And yet, here Bai Xiaochun was right in front of them, healthy and no worse for wear That was one reason why all of them had been so shocked to hear the news that he was alive","They had discussed this before in the grand hall, and they were all extremely hesitant, because the identity of a Glory Sect disciple was too important. Previously, they had only given it to those who had died in battle, and never to a living person. But now, Bai Xiaochun had appeared alive and kicking in front of them, which had left them all stunned when they had first heard the news.",3,3,3,0,
2,Llama 3,Base,Prompt 1,"""我去哪啊""",Where am I supposed to go,Where am I going?,1,1,1,0,
2,Llama 3,Base,Prompt 1,"""老毒物放蛇，真不要脸""",The Old Poison dispatches his snakes! Really shameless,"Lǎo Dú Wù Fàng Shé, Zhēn Bù Yào Liǎn",0,0,0,1,Todo en pinyin
2,Llama 3,Base,Prompt 1,"""那也好，我宰了八人，再来助你""",I will come and help you after I have massacred these eight. Precisely,"That's alright, I'll kill eight people, then come to help you",1,2,2,0,
2,Llama 3,Base,Prompt 1,"""但这个计划总会有完成的那一天，咱们不抓紧这次难得的机会怎么行""","But this plan will eventually be completed, aren’t we grabbing onto this chance when it is available to us","But this plan will eventually be completed one day, how can we not seize this rare opportunity",1,3,2,0,
2,Llama 3,Base,Prompt 1,"""智道三元要素，分别是念、意、情""","Wisdom path had three elements, thoughts, wills, and emotions","The three essential elements of Zhidao San Yuan are nian, yi, and qing.",2,1,1,0,
2,Llama 3,Base,Prompt 1,"""方源心中有明悟""",Fang Yuan comprehended inwardly,Fāng Yuán has a clear understanding in his heart,1,1,0,0,
2,Llama 3,Base,Prompt 1,"""他们是我的手下""",Those are my men,They are my subordinates,3,3,3,0,
2,Llama 3,Base,Prompt 1,"""想这些有什么用""",What use is there in thinking about this,What's the point of thinking about these things,2,2,2,0,
2,Llama 3,Base,Prompt 1,"""这落魄谷中，居然有盗天真传""",Luo Po valley actually has a Thieving Heaven true inheritance?,"In this Luogu Valley, there is surprisingly the true transmission of Tou Tian Zhen Chuan",2,2,2,0,
2,Llama 3,Base,Prompt 1,"""在这过程中，不死皮，不死金刚，不死筋 也都全部恢复，甚至白小纯有种强烈的感觉，此刻的不死卷，与他之前所拥有的，不大一样""","As it happened, his Undying Skin, Undying Heavenly King, and Undying Tendons all recovered completely. Furthermore, Bai Xiaochun could sense that this version of the Undying Codex was somehow different than what he had cultivated before","In this process, the Undying Skin, Undying Vajra, and Undying Tendons all recovered, and Bai Xiaochun even had a strong feeling that the current Undying Volume was not much different from the one he previously possessed.",2,2,2,0,
2,Llama 3,Base,Prompt 1,"""方源面色仍旧冷漠，就算是道歉，都是一脸高傲的样子""","Fang Yuan had a cold expression, even when he apologized, he had an arrogant look","Fāng Yuán's face was still as cold as ever, and even when apologizing, he had an air of arrogance about him",2,2,2,0,
2,Llama 3,Base,Prompt 1,"""你居然一直在欺骗我们""", You actually were deceiving us,You actually have been deceiving us all along,2,2,2,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""算不尽仙友，你是智道蛊仙更当明白眼前的局势""","Friend Suan Bu Jin, as a wisdom path Gu Immortal, you should be even more aware of the current situation","Friend Suan Bu Jin, you are a wisdom path Gu Immortal, you should understand the situation",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""立刻这上百药草形成的药液，骤然落下，在与这血湖碰触的瞬间，如同相互之间有强烈的排斥，直接爆发，燃烧成为黑色的火焰，覆盖整个血湖""","As they flew through the air, they transformed into a medicinal liquid. When that entered the blood lake, a powerful expulsion force erupted out, and the burning caused a black smoke to rise up and fill the area","Immediately, the medicinal liquid formed by the hundred plants poured down into the blood lake. The two liquids seemed to repel each other, and as soon as they touched, they began to burn with black flames that covered the entire lake",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""对那些徒手肉搏者，这些堪比钢铁般坚硬的木刺，将会给他们留下深刻的印象""","To those fighting barehanded, these thorns that were as sturdy as steel would leave a lasting impression on them","For those who fought barehanded, these spikes that were as hard as steel would leave a deep impression on them",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""古月方想口中喃喃，捂住心口""","Gu Yue Fang Xiang muttered, his hand over his heart","Gu Yue Fang Xiang muttered, holding his chest",3,2,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""若是在平地之上，尺许小径又算得了甚么，可是这石梁下临深谷，别说行走，只望一眼也不免胆战心惊""","If this stone bridge were laid on the ground, it would act just like a narrow alley, nothing to be afraid of, but under the stone bridge was a deep canyon. Just looking at it would cause the heart to tremble with fear, let alone walk across it","If it were on a flat ground, a foot wide path would not be a problem, but this stone bridge was suspended high above a deep valley, not only walking on it was difficult, just looking down would make one heart tremble with fear",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""虽然我并非黄金血脉。 参与王庭争霸，就是为了混迹到八十八角真阳楼中捞取好处""","Although I am not of the Huang Jin bloodline, I participated in the fight for Imperial Court to get some benefits from Eighty-Eight True Yang Building","Even though I am not of Huang Jin bloodline, I am participating in the Imperial Court contest to get into Eighty-Eight True Yang Building and gain benefits",3,2,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""反倒是北岸，此刻居然为上官天佑欢呼，这欢呼声让上官天佑心里别扭，他知道北岸不是因为自己，而是因为白小纯才对自己发出欢呼，也就是说，就算与白小纯对战的是一头猪，北岸也会为这头猪喝彩，这么一想，上官天佑心底对白小纯，更为不悦""","The north bank, on the other hand, actually did start to cheer for Shangguan Tianyou. In response, Shangguan Tianyou frowned, aware that they weren't really cheering for him, but against Bai Xiaochun. The north bank would cheer for any oppon ent of Bai Xiaochun’s, even if it were a pig. The thought left Shangguan Tianyou even more displeased than before","The north bank disciples were cheering for Shangguan Tianyou, which made him feel a bit awkward. He knew that they weren’t cheering for him, but rather, for Bai Xiaochun. If Bai Xiaochun had been fighting a pig, the north bank disciples would have cheered for the pig. That made Shangguan Tianyou even more displeased with Bai Xiaochun",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""在仙元方面，巨阳仙尊应当占据优势。 在炼蛊方面，是方源占据优势""","In terms of immortal essence, Giant Sun Immortal Venerable should have an advantage, in terms of Gu refinement, Fang Yuan has the advantage","In terms of immortal essence, Giant Sun Immortal Venerable should have the advantage, while in terms of Gu refinement, Fang Yuan should have the advantage",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""那么对不起得很，两柄剑都到了做哥哥的家里啦""","Then I am really very sorry, for both daggers would belong to my family then","I am sorry, but the two swords are in my brother house",2,2,2,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""方源，你怎么也想不到，会有今天吧""","Fang Yuan, you had never in your wildest imagination, expect this day to occur right","Fang Yuan, you could not have imagined that this day would come",2,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""提到弟弟丁言。 丁齐满脸悲伤愤怒""","Mentioning his brother, Ding Qi was extremely angry and upset","Mentioning his younger brother Ding Yan, Ding Qi’s face was filled with sadness and anger",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""黄蓉道""",Huang Rong said,Huang Rong said,0,0,0,1,Devuelve el prompt
2,Llama 3,Fine-Tuned,Prompt 1,"""大小姐，你不妨将此事交给我处理，我来找她谈，付出一些代价也无妨""","Missy, leave this to me, I will negotiate with her, it is okay if we pay a small price","Young miss, why don’t you let me handle this matter? I’ll talk to her and pay her some compensation",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""现在还不是换取变化道仙蛊方，炼制变化道的其他仙蛊的时候""","Now was not the time to exchange them for transformation path Immortal Gu recipes, or the time to refine transformation path Immortal Gu", It was not the time to exchange for transformation path Immortal Gu recipes and refine other transformation path Immortal Gu,2,2,2,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""苏秦背剑""",Reviving Qin Behind the Sword,Sword on the Back,3,3,3,0,Entiende el chenyu
2,Llama 3,Fine-Tuned,Prompt 1,"""轰的一声，他就与前方的元妖子与通天道人，直接撞在了一起，元妖子喷出鲜血，通天道人一样鲜血狂喷，二人倒退时，噬灵上人与广目天尊，哪怕有些迟疑，可还是前行阻拦，与白小纯再次碰触""","A boom could be heard as he slammed into Prince Ur-Demon and Daoist Heavenspan. Blood sprayed out of both of their mouths as they were sent tumbling to the side. As for Reverend Devourer and Celestial Virūpākṣa, although they were still leery about the situation, they still tried to block Bai Xiaochun’s path","A boom rang out as he slammed into Prince Ur-Demon and Daoist Heavenspan. Both of them coughed up blood, and were sent tumbling backward. Although Celestial Virūpākṣa and Celestial Devourer hesitated for a moment, they still tried to block Bai Xiaochun’s path",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""其中一个手段，是关于命牌蛊、魂灯蛊""",One of the methods was about life tablet Gu and soul lantern Gu,One of the methods was related to fate tablet Gu and soul lantern Gu,3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""他最后说，我十分伤心，跟着你来的日子也不远了""",He finally said that his grief was so deep that the day he would follow her to the grave would not be far away,He said that I was very sad and that the day when I would follow him was not far away,2,2,2,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""刚想到这里，陆畏因眼前忽然一黑""","While thinking of this, Lu Wei Yin’s vision suddenly turned dark","Just as he thought of this, Lu Wei Yin’s vision turned dark",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""欧阳锋道""",Hong Qigong said,Ouyang Feng said,1,1,1,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""一灯道""",Yideng said,Yideng said,3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""大部分风刃则成功地绕过水莲，在后方重新汇聚，形成一个稍小的纠风，仍旧向那头荒级虚兽撞去""","But most of the wind blades dodged the water lotus and gathered together again, forming a smaller entangled wind, and charging towards the desolate level phantom beast","Most of the wind blades successfully dodged the water lotus and gathered behind it, forming a slightly smaller windstorm that charged towards the desolate beast",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""嘴巴张得老大，露出一嘴齐整的牙齿，牙关紧闭""","The mouths opened up with jaws clenched, revealing a set of even teeth","His mouth was wide open, revealing a row of neat teeth, his jaws were tightly closed",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""伊上帝之降命，何修短之难哉""",Why did God make someone is life so short,"The Lord God has decreed it, how can we defy it",1,1,1,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""东方长凡点点头""",Dong Fang Chang Fan nodded,Dong Fang Chang Fan nodded,3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""倒是真不错""",He is truly a good choice,It is not bad,2,2,2,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""泰琴拼尽全力，不惜施展损害自己的手段，终于将王蚁收服""",Tai Qin gave it her all and used methods that carried backlash to herself but finally subdued the ant queen," Tai Qin used all her strength, even using methods that harmed herself, to finally subdue the king ant",3,2,3,0,King en vez de Queen
2,Llama 3,Fine-Tuned,Prompt 1,"""柯镇恶听了两人对答，知道郭靖懂得谦抑，心下也自喜欢""",Ke Zhen E was delighted listening to their conversation. He was proud that Guo Jing was well-behaved,"Ke Zhen E heard the two people conversation, he knew Guo Jing was modest, he was delighted",2,2,2,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""但此茶却是个例外，要一口气喝掉""","ut this tea was different, one had to gulp it in one mouthful"," But this tea is an exception, you have to drink it in one gulp",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""领队的武官叫道""",The leader shouted in response,The leader of the soldiers shouted,3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""而现在，他只有将自身强悍到了极致后，才有把握，将那看似打不死的雷山，直接轰杀，一旦将其轰杀，白小纯就可以在无人追击中，彻底逃遁出去""","Right now, Bai Xiaochun knew that he had to become as powerful as he possibly could. He needed to cut down the seemingly unkillable Lei Shan, which would give them the oppor tunity to truly escape","Now, he had to make sure that he was strong enough to kill the seemingly indestructible Lei Shan. If he could do that, then he would be able to escape without anyone chasing him",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""气海老祖，你我之间其实并没有什么大的矛盾，完全可以和平共处""","Qi Sea Ancestor, we do not have a huge grudge between us, we can coexist in peace","Qi Sea Ancestor, we don’t have any conflict between us, we can coexist peacefully",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""若非方源不想在炎煌雷泽仙僵面前，暴露了定仙游和自己的身份，他早就赶到了""","If not for the fact that Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of the Blazing Glory Lightning Brilliance immortal zombie, he would have arrived long ago","If Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of Immortal Zombie Yi Huang Lei Ze, he would have arrived long ago",2,3,2,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""常山yīn的过去，早已经成为一个关于英雄的传说，在北原大地上广为流传""","Chang Shan Yin's past was a heroic tale, it was widely spread in northern plains"," Chang Shan Yin’s past had already become a legend of a hero, it was widely spread in northern plains",3,2,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""我全身发抖，冷得很""","I was shaking all over, I was very cold.","My whole body is shaking, I am very cold",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""这就是将来，巨阳仙尊血道有成之后，可以吞并长生天，使得自身实力实现恐怖暴涨""","In the future, after Giant Sun I mmortal Venerable’sblood path cultivation reach ac ertain level, he could annex Longevity Heaven to raise his strength to at errifying level","This was the future, after Giant Sun Immortal Venerable became a blood path expert, he could annex Longevity Heaven and raise his strength by a terrifying amount",2,2,2,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""元始仙尊的复活之法，方源知晓其中一个""",Fang Yuan knew one of Primordial Origin Immortal Venerable’s revival methods,Fang Yuan knew one of the methods to revive Primordial Origin Immortal Venerable,3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""他们之前在大殿内也讨论过，彼此都非常为难，因为荣耀弟子的身份，太重要了，在这之前，给的都是战死之人，还从来没过活人，可如今白小纯居然活蹦乱跳的出现在自己面前 这让他们在刚刚知道这个消息时，一个个都愣了一下""","That was one of the reasons why the discussion had been so difficult earlier. The position of Prestige disciple was extremely important, and had previously only been conferred upon people who had died in battle, never living disciples. And yet, here Bai Xiaochun was right in front of them, healthy and no worse for wear That was one reason why all of them had been so shocked to hear the news that he was alive","They had discussed the matter in the great hall, and all of them were very worried. The status of a Prestige disciple was very important, and in the past, they had only ever given it to people who had died in battle. Never had they given it to someone who was still alive. And yet, here Bai Xiaochun was, alive and kicking",3,2,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""我去哪啊""",Where am I supposed to go,Where am I going,2,2,2,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""老毒物放蛇，真不要脸""",The Old Poison dispatches his snakes! Really shameless,"The Old Poison is using snakes, he is really shameless",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""那也好，我宰了八人，再来助你""",I will come and help you after I have massacred these eight. Precisely, I will kill eight people and then I will help you,2,2,2,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""但这个计划总会有完成的那一天，咱们不抓紧这次难得的机会怎么行""","But this plan will eventually be completed, aren’t we grabbing onto this chance when it is available to us","But this plan will be completed one day, how can we let this rare opportunity slip away",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""智道三元要素，分别是念、意、情""","Wisdom path had three elements, thoughts, wills, and emotions","The three elements of wisdom path were thoughts, wills, and emotions",3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""方源心中有明悟""",Fang Yuan comprehended inwardly,Fang Yuan had a clear understanding,3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""他们是我的手下""",Those are my men,They are my subordinates,3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""想这些有什么用""",What use is there in thinking about this,What is the use of thinking about it,3,3,3,0,
2,Llama 3,Fine-Tuned,Prompt 1,"""这落魄谷中，居然有盗天真传""",Luo Po valley actually has a Thieving Heaven true inheritance?,This Luo Po valley actually has Thieving Heaven’strue inheritance,3,3,3,0,
