Model,Prompt,Shot,Metric,Score
GLM_4,2,5SHOT,chrf2,30.11
GLM_4,2,5SHOT,ter,108.05
GLM_4,2,5SHOT,rougeL_f1,29.68
GLM_4,2,5SHOT,meteor,29.72
GLM_4,2,5SHOT,bertscore,74.28
GLM_4,2,5SHOT,comet,68.19
GLM_4,2,10SHOT,sacrebleu,4.18
GLM_4,2,10SHOT,chrf2,30.2
GLM_4,2,10SHOT,ter,104.32
GLM_4,2,10SHOT,rougeL_f1,29.77
GLM_4,2,10SHOT,meteor,29.24
GLM_4,2,10SHOT,bertscore,74.55
GLM_4,2,10SHOT,comet,68.79
GLM_4,3,0SHOT,sacrebleu,8.94
GLM_4,3,0SHOT,chrf2,35.25
GLM_4,3,0SHOT,ter,86.09
GLM_4,3,0SHOT,rougeL_f1,38.29
GLM_4,3,0SHOT,meteor,36.21
GLM_4,3,0SHOT,bertscore,78.25
GLM_4,3,0SHOT,comet,69.92
GLM_4,3,1SHOT,sacrebleu,8.36
GLM_4,3,1SHOT,chrf2,34.59
GLM_4,3,1SHOT,ter,85.71
GLM_4,3,1SHOT,rougeL_f1,38.27
GLM_4,3,1SHOT,meteor,35.41
GLM_4,3,1SHOT,bertscore,78.31
GLM_4,3,1SHOT,comet,69.93
GLM_4,3,2SHOT,sacrebleu,7.94
GLM_4,3,2SHOT,chrf2,34.02
GLM_4,3,2SHOT,ter,86.02
GLM_4,3,2SHOT,rougeL_f1,37.76
GLM_4,3,2SHOT,meteor,34.95
GLM_4,3,2SHOT,bertscore,78.11
GLM_4,3,2SHOT,comet,70.14
GLM_4,3,3SHOT,sacrebleu,7.96
GLM_4,3,3SHOT,chrf2,33.95
GLM_4,3,3SHOT,ter,86.26
GLM_4,3,3SHOT,rougeL_f1,37.5
GLM_4,3,3SHOT,meteor,34.49
GLM_4,3,3SHOT,bertscore,78.16
GLM_4,3,3SHOT,comet,70.12
GLM_4,3,5SHOT,sacrebleu,7.4
GLM_4,3,5SHOT,chrf2,33.82
GLM_4,3,5SHOT,ter,87.75
GLM_4,3,5SHOT,rougeL_f1,37.17
GLM_4,3,5SHOT,meteor,34.51
GLM_4,3,5SHOT,bertscore,77.98
GLM_4,3,5SHOT,comet,70.58
GLM_4,3,10SHOT,sacrebleu,7.03
GLM_4,3,10SHOT,chrf2,33.3
GLM_4,3,10SHOT,ter,87.94
GLM_4,3,10SHOT,rougeL_f1,36.81
GLM_4,3,10SHOT,meteor,33.69
GLM_4,3,10SHOT,bertscore,78.0
GLM_4,3,10SHOT,comet,70.66
GLM_4,4,0SHOT,sacrebleu,8.03
GLM_4,4,0SHOT,chrf2,36.02
GLM_4,4,0SHOT,ter,92.79
GLM_4,4,0SHOT,rougeL_f1,37.97
GLM_4,4,0SHOT,meteor,37.84
GLM_4,4,0SHOT,bertscore,77.42
GLM_4,4,0SHOT,comet,72.64
GLM_4,4,1SHOT,sacrebleu,7.66
GLM_4,4,1SHOT,chrf2,35.13
GLM_4,4,1SHOT,ter,91.2
GLM_4,4,1SHOT,rougeL_f1,37.62
GLM_4,4,1SHOT,meteor,36.39
GLM_4,4,1SHOT,bertscore,77.72
GLM_4,4,1SHOT,comet,72.96
GLM_4,4,2SHOT,sacrebleu,7.24
GLM_4,4,2SHOT,chrf2,34.51
GLM_4,4,2SHOT,ter,91.72
GLM_4,4,2SHOT,rougeL_f1,37.07
GLM_4,4,2SHOT,meteor,35.5
GLM_4,4,2SHOT,bertscore,77.66
GLM_4,4,2SHOT,comet,72.8
GLM_4,4,3SHOT,sacrebleu,7.11
GLM_4,4,3SHOT,chrf2,34.43
GLM_4,4,3SHOT,ter,91.36
GLM_4,4,3SHOT,rougeL_f1,36.79
GLM_4,4,3SHOT,meteor,35.15
GLM_4,4,3SHOT,bertscore,77.73
GLM_4,4,3SHOT,comet,72.92
GLM_4,4,5SHOT,sacrebleu,6.74
GLM_4,4,5SHOT,chrf2,33.96
GLM_4,4,5SHOT,ter,92.5
GLM_4,4,5SHOT,rougeL_f1,36.79
GLM_4,4,5SHOT,meteor,35.02
GLM_4,4,5SHOT,bertscore,77.54
GLM_4,4,5SHOT,comet,72.79
GLM_4,4,10SHOT,sacrebleu,6.64
GLM_4,4,10SHOT,chrf2,33.48
GLM_4,4,10SHOT,ter,92.0
GLM_4,4,10SHOT,rougeL_f1,36.37
GLM_4,4,10SHOT,meteor,34.29
GLM_4,4,10SHOT,bertscore,77.54
GLM_4,4,10SHOT,comet,72.54
GLM_4_QLoRA,0,0SHOT,sacrebleu,13.52
GLM_4_QLoRA,0,0SHOT,chrf2,39.94
GLM_4_QLoRA,0,0SHOT,ter,98.79
GLM_4_QLoRA,0,0SHOT,rougeL_f1,41.15
GLM_4_QLoRA,0,0SHOT,meteor,45.27
GLM_4_QLoRA,0,0SHOT,bertscore,78.13
GLM_4_QLoRA,0,0SHOT,comet,72.38
GLM_4_QLoRA,0,1SHOT,sacrebleu,12.78
GLM_4_QLoRA,0,1SHOT,chrf2,38.97
GLM_4_QLoRA,0,1SHOT,ter,92.06
GLM_4_QLoRA,0,1SHOT,rougeL_f1,42.5
GLM_4_QLoRA,0,1SHOT,meteor,43.7
GLM_4_QLoRA,0,1SHOT,bertscore,79.35
GLM_4_QLoRA,0,1SHOT,comet,74.23
GLM_4_QLoRA,0,2SHOT,sacrebleu,11.35
GLM_4_QLoRA,0,2SHOT,chrf2,37.67
GLM_4_QLoRA,0,2SHOT,ter,90.96
GLM_4_QLoRA,0,2SHOT,rougeL_f1,40.19
GLM_4_QLoRA,0,2SHOT,meteor,40.43
GLM_4_QLoRA,0,2SHOT,bertscore,78.58
GLM_4_QLoRA,0,2SHOT,comet,73.86
GLM_4_QLoRA,0,3SHOT,sacrebleu,10.36
GLM_4_QLoRA,0,3SHOT,chrf2,35.83
GLM_4_QLoRA,0,3SHOT,ter,94.48
GLM_4_QLoRA,0,3SHOT,rougeL_f1,38.15
GLM_4_QLoRA,0,3SHOT,meteor,38.01
GLM_4_QLoRA,0,3SHOT,bertscore,77.56
GLM_4_QLoRA,0,3SHOT,comet,72.23
GLM_4_QLoRA,0,5SHOT,sacrebleu,10.2
GLM_4_QLoRA,0,5SHOT,chrf2,36.0
GLM_4_QLoRA,0,5SHOT,ter,94.68
GLM_4_QLoRA,0,5SHOT,rougeL_f1,37.89
GLM_4_QLoRA,0,5SHOT,meteor,38.33
GLM_4_QLoRA,0,5SHOT,bertscore,77.63
GLM_4_QLoRA,0,5SHOT,comet,72.29
GLM_4_QLoRA,0,10SHOT,sacrebleu,9.72
GLM_4_QLoRA,0,10SHOT,chrf2,35.04
GLM_4_QLoRA,0,10SHOT,ter,93.17
GLM_4_QLoRA,0,10SHOT,rougeL_f1,37.6
GLM_4_QLoRA,0,10SHOT,meteor,36.8
GLM_4_QLoRA,0,10SHOT,bertscore,77.53
GLM_4_QLoRA,0,10SHOT,comet,71.87
GLM_4_QLoRA,1,0SHOT,sacrebleu,23.83
GLM_4_QLoRA,1,0SHOT,chrf2,47.01
GLM_4_QLoRA,1,0SHOT,ter,70.32
GLM_4_QLoRA,1,0SHOT,rougeL_f1,53.16
GLM_4_QLoRA,1,0SHOT,meteor,53.36
GLM_4_QLoRA,1,0SHOT,bertscore,83.51
GLM_4_QLoRA,1,0SHOT,comet,78.24
GLM_4_QLoRA,1,1SHOT,sacrebleu,24.2
GLM_4_QLoRA,1,1SHOT,chrf2,47.47
GLM_4_QLoRA,1,1SHOT,ter,69.02
GLM_4_QLoRA,1,1SHOT,rougeL_f1,54.27
GLM_4_QLoRA,1,1SHOT,meteor,54.07
GLM_4_QLoRA,1,1SHOT,bertscore,83.85
GLM_4_QLoRA,1,1SHOT,comet,78.65
GLM_4_QLoRA,1,2SHOT,sacrebleu,23.94
GLM_4_QLoRA,1,2SHOT,chrf2,46.83
GLM_4_QLoRA,1,2SHOT,ter,69.18
GLM_4_QLoRA,1,2SHOT,rougeL_f1,53.65
GLM_4_QLoRA,1,2SHOT,meteor,53.13
GLM_4_QLoRA,1,2SHOT,bertscore,83.64
GLM_4_QLoRA,1,2SHOT,comet,78.47
GLM_4_QLoRA,1,3SHOT,sacrebleu,21.33
GLM_4_QLoRA,1,3SHOT,chrf2,45.03
GLM_4_QLoRA,1,3SHOT,ter,72.37
GLM_4_QLoRA,1,3SHOT,rougeL_f1,51.43
GLM_4_QLoRA,1,3SHOT,meteor,50.78
GLM_4_QLoRA,1,3SHOT,bertscore,82.76
GLM_4_QLoRA,1,3SHOT,comet,77.66
GLM_4_QLoRA,1,5SHOT,sacrebleu,22.05
GLM_4_QLoRA,1,5SHOT,chrf2,45.6
GLM_4_QLoRA,1,5SHOT,ter,71.79
GLM_4_QLoRA,1,5SHOT,rougeL_f1,52.23
GLM_4_QLoRA,1,5SHOT,meteor,51.6
GLM_4_QLoRA,1,5SHOT,bertscore,83.15
GLM_4_QLoRA,1,5SHOT,comet,78.03
GLM_4_QLoRA,1,10SHOT,sacrebleu,22.07
GLM_4_QLoRA,1,10SHOT,chrf2,45.3
GLM_4_QLoRA,1,10SHOT,ter,71.37
GLM_4_QLoRA,1,10SHOT,rougeL_f1,52.04
GLM_4_QLoRA,1,10SHOT,meteor,51.49
GLM_4_QLoRA,1,10SHOT,bertscore,83.05
GLM_4_QLoRA,1,10SHOT,comet,77.87
GLM_4_QLoRA,2,0SHOT,sacrebleu,24.09
GLM_4_QLoRA,2,0SHOT,chrf2,47.01
GLM_4_QLoRA,2,0SHOT,ter,69.73
GLM_4_QLoRA,2,0SHOT,rougeL_f1,53.55
GLM_4_QLoRA,2,0SHOT,meteor,53.39
GLM_4_QLoRA,2,0SHOT,bertscore,83.33
GLM_4_QLoRA,2,0SHOT,comet,78.16
GLM_4_QLoRA,2,1SHOT,sacrebleu,24.31
GLM_4_QLoRA,2,1SHOT,chrf2,47.61
GLM_4_QLoRA,2,1SHOT,ter,69.34
GLM_4_QLoRA,2,1SHOT,rougeL_f1,54.38
GLM_4_QLoRA,2,1SHOT,meteor,54.43
GLM_4_QLoRA,2,1SHOT,bertscore,83.93
GLM_4_QLoRA,2,1SHOT,comet,78.77
GLM_4_QLoRA,2,2SHOT,sacrebleu,24.07
GLM_4_QLoRA,2,2SHOT,chrf2,47.15
GLM_4_QLoRA,2,2SHOT,ter,69.28
GLM_4_QLoRA,2,2SHOT,rougeL_f1,53.98
GLM_4_QLoRA,2,2SHOT,meteor,53.6
GLM_4_QLoRA,2,2SHOT,bertscore,83.83
GLM_4_QLoRA,2,2SHOT,comet,78.64
GLM_4_QLoRA,2,3SHOT,sacrebleu,22.24
GLM_4_QLoRA,2,3SHOT,chrf2,45.87
GLM_4_QLoRA,2,3SHOT,ter,71.44
GLM_4_QLoRA,2,3SHOT,rougeL_f1,52.45
GLM_4_QLoRA,2,3SHOT,meteor,52.01
GLM_4_QLoRA,2,3SHOT,bertscore,83.26
GLM_4_QLoRA,2,3SHOT,comet,78.29
GLM_4_QLoRA,2,5SHOT,sacrebleu,22.95
GLM_4_QLoRA,2,5SHOT,chrf2,46.35
GLM_4_QLoRA,2,5SHOT,ter,70.77
GLM_4_QLoRA,2,5SHOT,rougeL_f1,53.16
GLM_4_QLoRA,2,5SHOT,meteor,52.69
GLM_4_QLoRA,2,5SHOT,bertscore,83.51
GLM_4_QLoRA,2,5SHOT,comet,78.48
GLM_4_QLoRA,2,10SHOT,sacrebleu,22.73
GLM_4_QLoRA,2,10SHOT,chrf2,45.8
GLM_4_QLoRA,2,10SHOT,ter,70.63
GLM_4_QLoRA,2,10SHOT,rougeL_f1,52.45
GLM_4_QLoRA,2,10SHOT,meteor,51.96
GLM_4_QLoRA,2,10SHOT,bertscore,83.3
GLM_4_QLoRA,2,10SHOT,comet,78.19
GLM_4_QLoRA,3,0SHOT,sacrebleu,24.11
GLM_4_QLoRA,3,0SHOT,chrf2,46.68
GLM_4_QLoRA,3,0SHOT,ter,70.06
GLM_4_QLoRA,3,0SHOT,rougeL_f1,52.58
GLM_4_QLoRA,3,0SHOT,meteor,52.73
GLM_4_QLoRA,3,0SHOT,bertscore,82.15
GLM_4_QLoRA,3,0SHOT,comet,77.75
GLM_4_QLoRA,3,1SHOT,sacrebleu,24.32
GLM_4_QLoRA,3,1SHOT,chrf2,47.42
GLM_4_QLoRA,3,1SHOT,ter,69.44
GLM_4_QLoRA,3,1SHOT,rougeL_f1,54.08
GLM_4_QLoRA,3,1SHOT,meteor,54.22
GLM_4_QLoRA,3,1SHOT,bertscore,83.81
GLM_4_QLoRA,3,1SHOT,comet,78.63
GLM_4_QLoRA,3,2SHOT,sacrebleu,23.67
GLM_4_QLoRA,3,2SHOT,chrf2,46.81
GLM_4_QLoRA,3,2SHOT,ter,69.58
GLM_4_QLoRA,3,2SHOT,rougeL_f1,53.57
GLM_4_QLoRA,3,2SHOT,meteor,53.39
GLM_4_QLoRA,3,2SHOT,bertscore,83.55
GLM_4_QLoRA,3,2SHOT,comet,78.43
GLM_4_QLoRA,3,3SHOT,sacrebleu,22.47
GLM_4_QLoRA,3,3SHOT,chrf2,45.94
GLM_4_QLoRA,3,3SHOT,ter,71.13
GLM_4_QLoRA,3,3SHOT,rougeL_f1,52.5
GLM_4_QLoRA,3,3SHOT,meteor,52.18
GLM_4_QLoRA,3,3SHOT,bertscore,83.24
GLM_4_QLoRA,3,3SHOT,comet,78.14
GLM_4_QLoRA,3,5SHOT,sacrebleu,23.09
GLM_4_QLoRA,3,5SHOT,chrf2,46.37
GLM_4_QLoRA,3,5SHOT,ter,70.13
GLM_4_QLoRA,3,5SHOT,rougeL_f1,53.27
GLM_4_QLoRA,3,5SHOT,meteor,52.78
GLM_4_QLoRA,3,5SHOT,bertscore,83.4
GLM_4_QLoRA,3,5SHOT,comet,78.26
GLM_4_QLoRA,3,10SHOT,sacrebleu,22.48
GLM_4_QLoRA,3,10SHOT,chrf2,45.83
GLM_4_QLoRA,3,10SHOT,ter,70.82
GLM_4_QLoRA,3,10SHOT,rougeL_f1,52.15
GLM_4_QLoRA,3,10SHOT,meteor,51.99
GLM_4_QLoRA,3,10SHOT,bertscore,82.84
GLM_4_QLoRA,3,10SHOT,comet,77.81
GLM_4_QLoRA,4,0SHOT,sacrebleu,24.2
GLM_4_QLoRA,4,0SHOT,chrf2,47.02
GLM_4_QLoRA,4,0SHOT,ter,69.39
GLM_4_QLoRA,4,0SHOT,rougeL_f1,54.01
GLM_4_QLoRA,4,0SHOT,meteor,53.89
GLM_4_QLoRA,4,0SHOT,bertscore,83.7
GLM_4_QLoRA,4,0SHOT,comet,78.52
GLM_4_QLoRA,4,1SHOT,sacrebleu,24.34
GLM_4_QLoRA,4,1SHOT,chrf2,47.45
GLM_4_QLoRA,4,1SHOT,ter,69.18
GLM_4_QLoRA,4,1SHOT,rougeL_f1,54.27
GLM_4_QLoRA,4,1SHOT,meteor,54.23
GLM_4_QLoRA,4,1SHOT,bertscore,83.92
GLM_4_QLoRA,4,1SHOT,comet,78.66
GLM_4_QLoRA,4,2SHOT,sacrebleu,24.0
GLM_4_QLoRA,4,2SHOT,chrf2,46.95
GLM_4_QLoRA,4,2SHOT,ter,69.03
GLM_4_QLoRA,4,2SHOT,rougeL_f1,53.8
GLM_4_QLoRA,4,2SHOT,meteor,53.34
GLM_4_QLoRA,4,2SHOT,bertscore,83.77
GLM_4_QLoRA,4,2SHOT,comet,78.62
GLM_4_QLoRA,4,3SHOT,sacrebleu,21.85
GLM_4_QLoRA,4,3SHOT,chrf2,45.29
GLM_4_QLoRA,4,3SHOT,ter,71.55
GLM_4_QLoRA,4,3SHOT,rougeL_f1,51.97
GLM_4_QLoRA,4,3SHOT,meteor,51.4
GLM_4_QLoRA,4,3SHOT,bertscore,83.04
GLM_4_QLoRA,4,3SHOT,comet,77.91
GLM_4_QLoRA,4,5SHOT,sacrebleu,23.2
GLM_4_QLoRA,4,5SHOT,chrf2,46.02
GLM_4_QLoRA,4,5SHOT,ter,69.89
GLM_4_QLoRA,4,5SHOT,rougeL_f1,53.03
GLM_4_QLoRA,4,5SHOT,meteor,52.28
GLM_4_QLoRA,4,5SHOT,bertscore,83.43
GLM_4_QLoRA,4,5SHOT,comet,78.3
GLM_4_QLoRA,4,10SHOT,sacrebleu,22.61
GLM_4_QLoRA,4,10SHOT,chrf2,45.66
GLM_4_QLoRA,4,10SHOT,ter,70.46
GLM_4_QLoRA,4,10SHOT,rougeL_f1,52.51
GLM_4_QLoRA,4,10SHOT,meteor,51.92
GLM_4_QLoRA,4,10SHOT,bertscore,83.3
GLM_4_QLoRA,4,10SHOT,comet,78.1
Llama_3,0,0SHOT,sacrebleu,9.5
Llama_3,0,0SHOT,chrf2,30.2
Llama_3,0,0SHOT,ter,92.63
Llama_3,0,0SHOT,rougeL_f1,30.78
Llama_3,0,0SHOT,meteor,30.02
Llama_3,0,0SHOT,bertscore,74.27
Llama_3,0,0SHOT,comet,62.52
Llama_3,0,1SHOT,sacrebleu,9.98
Llama_3,0,1SHOT,chrf2,31.34
Llama_3,0,1SHOT,ter,90.97
Llama_3,0,1SHOT,rougeL_f1,32.99
Llama_3,0,1SHOT,meteor,32.12
Llama_3,0,1SHOT,bertscore,75.26
Llama_3,0,1SHOT,comet,65.16
Llama_3,0,2SHOT,sacrebleu,10.05
Llama_3,0,2SHOT,chrf2,32.06
Llama_3,0,2SHOT,ter,93.2
Llama_3,0,2SHOT,rougeL_f1,32.67
Llama_3,0,2SHOT,meteor,31.96
Llama_3,0,2SHOT,bertscore,75.09
Llama_3,0,2SHOT,comet,65.29
Llama_3,0,3SHOT,sacrebleu,10.0
Llama_3,0,3SHOT,chrf2,32.57
Llama_3,0,3SHOT,ter,92.46
Llama_3,0,3SHOT,rougeL_f1,33.3
Llama_3,0,3SHOT,meteor,32.71
Llama_3,0,3SHOT,bertscore,75.36
Llama_3,0,3SHOT,comet,65.89
Llama_3,0,5SHOT,sacrebleu,9.65
Llama_3,0,5SHOT,chrf2,33.21
Llama_3,0,5SHOT,ter,93.01
Llama_3,0,5SHOT,rougeL_f1,33.8
Llama_3,0,5SHOT,meteor,33.71
Llama_3,0,5SHOT,bertscore,75.69
Llama_3,0,5SHOT,comet,67.14
Llama_3,0,10SHOT,sacrebleu,10.74
Llama_3,0,10SHOT,chrf2,36.45
Llama_3,0,10SHOT,ter,89.93
Llama_3,0,10SHOT,rougeL_f1,37.79
Llama_3,0,10SHOT,meteor,37.8
Llama_3,0,10SHOT,bertscore,78.17
Llama_3,0,10SHOT,comet,71.97
Llama_3,1,0SHOT,sacrebleu,6.18
Llama_3,1,0SHOT,chrf2,31.82
Llama_3,1,0SHOT,ter,117.5
Llama_3,1,0SHOT,rougeL_f1,29.55
Llama_3,1,0SHOT,meteor,30.99
Llama_3,1,0SHOT,bertscore,74.66
Llama_3,1,0SHOT,comet,67.94
Llama_3,1,1SHOT,sacrebleu,6.65
Llama_3,1,1SHOT,chrf2,31.91
Llama_3,1,1SHOT,ter,104.71
Llama_3,1,1SHOT,rougeL_f1,30.09
Llama_3,1,1SHOT,meteor,30.82
Llama_3,1,1SHOT,bertscore,75.02
Llama_3,1,1SHOT,comet,68.72
Llama_3,1,2SHOT,sacrebleu,7.01
Llama_3,1,2SHOT,chrf2,32.75
Llama_3,1,2SHOT,ter,105.97
Llama_3,1,2SHOT,rougeL_f1,30.85
Llama_3,1,2SHOT,meteor,31.67
Llama_3,1,2SHOT,bertscore,75.13
Llama_3,1,2SHOT,comet,69.07
Llama_3,1,3SHOT,sacrebleu,7.35
Llama_3,1,3SHOT,chrf2,32.88
Llama_3,1,3SHOT,ter,104.68
Llama_3,1,3SHOT,rougeL_f1,31.22
Llama_3,1,3SHOT,meteor,31.95
Llama_3,1,3SHOT,bertscore,75.25
Llama_3,1,3SHOT,comet,69.15
Llama_3,1,5SHOT,sacrebleu,6.84
Llama_3,1,5SHOT,chrf2,32.98
Llama_3,1,5SHOT,ter,106.45
Llama_3,1,5SHOT,rougeL_f1,31.35
Llama_3,1,5SHOT,meteor,32.3
Llama_3,1,5SHOT,bertscore,75.15
Llama_3,1,5SHOT,comet,69.43
Llama_3,1,10SHOT,sacrebleu,7.03
Llama_3,1,10SHOT,chrf2,33.58
Llama_3,1,10SHOT,ter,105.24
Llama_3,1,10SHOT,rougeL_f1,32.59
Llama_3,1,10SHOT,meteor,33.56
Llama_3,1,10SHOT,bertscore,75.32
Llama_3,1,10SHOT,comet,70.62
Llama_3,2,0SHOT,sacrebleu,4.14
Llama_3,2,0SHOT,chrf2,29.07
Llama_3,2,0SHOT,ter,175.88
Llama_3,2,0SHOT,rougeL_f1,25.22
Llama_3,2,0SHOT,meteor,28.91
Llama_3,2,0SHOT,bertscore,71.83
Llama_3,2,0SHOT,comet,64.5
Llama_3,2,1SHOT,sacrebleu,5.6
Llama_3,2,1SHOT,chrf2,31.06
Llama_3,2,1SHOT,ter,123.88
Llama_3,2,1SHOT,rougeL_f1,28.1
Llama_3,2,1SHOT,meteor,30.19
Llama_3,2,1SHOT,bertscore,73.58
Llama_3,2,1SHOT,comet,66.86
Llama_3,2,2SHOT,sacrebleu,5.56
Llama_3,2,2SHOT,chrf2,31.58
Llama_3,2,2SHOT,ter,131.77
Llama_3,2,2SHOT,rougeL_f1,28.74
Llama_3,2,2SHOT,meteor,31.04
Llama_3,2,2SHOT,bertscore,73.56
Llama_3,2,2SHOT,comet,67.11
Llama_3,2,3SHOT,sacrebleu,6.01
Llama_3,2,3SHOT,chrf2,31.98
Llama_3,2,3SHOT,ter,125.09
Llama_3,2,3SHOT,rougeL_f1,29.51
Llama_3,2,3SHOT,meteor,31.6
Llama_3,2,3SHOT,bertscore,73.94
Llama_3,2,3SHOT,comet,67.54
Llama_3,2,5SHOT,sacrebleu,5.84
Llama_3,2,5SHOT,chrf2,32.17
Llama_3,2,5SHOT,ter,122.8
Llama_3,2,5SHOT,rougeL_f1,29.72
Llama_3,2,5SHOT,meteor,31.78
Llama_3,2,5SHOT,bertscore,73.96
Llama_3,2,5SHOT,comet,67.78
Llama_3,2,10SHOT,sacrebleu,6.21
Llama_3,2,10SHOT,chrf2,33.55
Llama_3,2,10SHOT,ter,120.44
Llama_3,2,10SHOT,rougeL_f1,30.96
Llama_3,2,10SHOT,meteor,33.18
Llama_3,2,10SHOT,bertscore,74.58
Llama_3,2,10SHOT,comet,69.1
Llama_3,3,0SHOT,sacrebleu,7.58
Llama_3,3,0SHOT,chrf2,31.5
Llama_3,3,0SHOT,ter,94.19
Llama_3,3,0SHOT,rougeL_f1,31.42
Llama_3,3,0SHOT,meteor,31.25
Llama_3,3,0SHOT,bertscore,74.92
Llama_3,3,0SHOT,comet,62.81
Llama_3,3,1SHOT,sacrebleu,8.2
Llama_3,3,1SHOT,chrf2,32.11
Llama_3,3,1SHOT,ter,92.33
Llama_3,3,1SHOT,rougeL_f1,33.21
Llama_3,3,1SHOT,meteor,32.96
Llama_3,3,1SHOT,bertscore,75.62
Llama_3,3,1SHOT,comet,64.78
Llama_3,3,2SHOT,sacrebleu,8.76
Llama_3,3,2SHOT,chrf2,32.81
Llama_3,3,2SHOT,ter,92.44
Llama_3,3,2SHOT,rougeL_f1,33.8
Llama_3,3,2SHOT,meteor,33.68
Llama_3,3,2SHOT,bertscore,76.11
Llama_3,3,2SHOT,comet,65.66
Llama_3,3,3SHOT,sacrebleu,8.73
Llama_3,3,3SHOT,chrf2,33.22
Llama_3,3,3SHOT,ter,92.31
Llama_3,3,3SHOT,rougeL_f1,33.99
Llama_3,3,3SHOT,meteor,34.04
Llama_3,3,3SHOT,bertscore,76.35
Llama_3,3,3SHOT,comet,66.17
Llama_3,3,5SHOT,sacrebleu,8.12
Llama_3,3,5SHOT,chrf2,32.21
Llama_3,3,5SHOT,ter,93.74
Llama_3,3,5SHOT,rougeL_f1,32.54
Llama_3,3,5SHOT,meteor,32.78
Llama_3,3,5SHOT,bertscore,75.68
Llama_3,3,5SHOT,comet,64.82
Llama_3,3,10SHOT,sacrebleu,9.71
Llama_3,3,10SHOT,chrf2,35.4
Llama_3,3,10SHOT,ter,90.51
Llama_3,3,10SHOT,rougeL_f1,36.2
Llama_3,3,10SHOT,meteor,36.43
Llama_3,3,10SHOT,bertscore,77.72
Llama_3,3,10SHOT,comet,69.35
Llama_3,4,0SHOT,sacrebleu,8.27
Llama_3,4,0SHOT,chrf2,32.88
Llama_3,4,0SHOT,ter,100.07
Llama_3,4,0SHOT,rougeL_f1,30.01
Llama_3,4,0SHOT,meteor,31.48
Llama_3,4,0SHOT,bertscore,74.65
Llama_3,4,0SHOT,comet,66.12
Llama_3,4,1SHOT,sacrebleu,9.07
Llama_3,4,1SHOT,chrf2,33.68
Llama_3,4,1SHOT,ter,95.87
Llama_3,4,1SHOT,rougeL_f1,32.26
Llama_3,4,1SHOT,meteor,33.4
Llama_3,4,1SHOT,bertscore,75.68
Llama_3,4,1SHOT,comet,68.02
Llama_3,4,2SHOT,sacrebleu,9.44
Llama_3,4,2SHOT,chrf2,34.87
Llama_3,4,2SHOT,ter,95.29
Llama_3,4,2SHOT,rougeL_f1,34.76
Llama_3,4,2SHOT,meteor,35.6
Llama_3,4,2SHOT,bertscore,76.23
Llama_3,4,2SHOT,comet,69.37
Llama_3,4,3SHOT,sacrebleu,9.41
Llama_3,4,3SHOT,chrf2,34.9
Llama_3,4,3SHOT,ter,95.14
Llama_3,4,3SHOT,rougeL_f1,34.84
Llama_3,4,3SHOT,meteor,35.76
Llama_3,4,3SHOT,bertscore,76.31
Llama_3,4,3SHOT,comet,69.43
Llama_3,4,5SHOT,sacrebleu,9.28
Llama_3,4,5SHOT,chrf2,35.23
Llama_3,4,5SHOT,ter,96.36
Llama_3,4,5SHOT,rougeL_f1,35.01
Llama_3,4,5SHOT,meteor,36.19
Llama_3,4,5SHOT,bertscore,76.45
Llama_3,4,5SHOT,comet,69.68
Llama_3,4,10SHOT,sacrebleu,9.9
Llama_3,4,10SHOT,chrf2,36.33
Llama_3,4,10SHOT,ter,92.8
Llama_3,4,10SHOT,rougeL_f1,36.74
Llama_3,4,10SHOT,meteor,37.5
Llama_3,4,10SHOT,bertscore,77.74
Llama_3,4,10SHOT,comet,71.98
Llama_3_QLoRA,0,0SHOT,sacrebleu,26.12
Llama_3_QLoRA,0,0SHOT,chrf2,48.39
Llama_3_QLoRA,0,0SHOT,ter,69.76
Llama_3_QLoRA,0,0SHOT,rougeL_f1,54.16
Llama_3_QLoRA,0,0SHOT,meteor,54.45
Llama_3_QLoRA,0,0SHOT,bertscore,83.73
Llama_3_QLoRA,0,0SHOT,comet,77.94
Llama_3_QLoRA,0,1SHOT,sacrebleu,27.14
Llama_3_QLoRA,0,1SHOT,chrf2,49.08
Llama_3_QLoRA,0,1SHOT,ter,65.8
Llama_3_QLoRA,0,1SHOT,rougeL_f1,55.39
Llama_3_QLoRA,0,1SHOT,meteor,55.21
Llama_3_QLoRA,0,1SHOT,bertscore,84.33
Llama_3_QLoRA,0,1SHOT,comet,78.88
Llama_3_QLoRA,0,2SHOT,sacrebleu,27.2
Llama_3_QLoRA,0,2SHOT,chrf2,49.25
Llama_3_QLoRA,0,2SHOT,ter,65.55
Llama_3_QLoRA,0,2SHOT,rougeL_f1,55.59
Llama_3_QLoRA,0,2SHOT,meteor,55.4
Llama_3_QLoRA,0,2SHOT,bertscore,84.33
Llama_3_QLoRA,0,2SHOT,comet,79.03
Llama_3_QLoRA,0,3SHOT,sacrebleu,25.19
Llama_3_QLoRA,0,3SHOT,chrf2,47.45
Llama_3_QLoRA,0,3SHOT,ter,67.51
Llama_3_QLoRA,0,3SHOT,rougeL_f1,53.29
Llama_3_QLoRA,0,3SHOT,meteor,52.57
Llama_3_QLoRA,0,3SHOT,bertscore,83.49
Llama_3_QLoRA,0,3SHOT,comet,78.22
