Model,Prompt,Shot,Metric,Score
gemma3_270m,PROMPT 0,5SHOT,ter,102.52
gemma3_270m,PROMPT 0,5SHOT,rougeL_f1,15.09
gemma3_270m,PROMPT 0,5SHOT,meteor,14.17
gemma3_270m,PROMPT 0,5SHOT,bertscore,69.14
gemma3_270m,PROMPT 0,5SHOT,comet,53.95
gemma3_270m,PROMPT 0,10SHOT,sacrebleu,1.59
gemma3_270m,PROMPT 0,10SHOT,chrf2,13.54
gemma3_270m,PROMPT 0,10SHOT,ter,104.28
gemma3_270m,PROMPT 0,10SHOT,rougeL_f1,12.8
gemma3_270m,PROMPT 0,10SHOT,meteor,11.44
gemma3_270m,PROMPT 0,10SHOT,bertscore,69.15
gemma3_270m,PROMPT 0,10SHOT,comet,53.16
gemma3_270m,PROMPT 1,0SHOT,sacrebleu,0.93
gemma3_270m,PROMPT 1,0SHOT,chrf2,9.82
gemma3_270m,PROMPT 1,0SHOT,ter,129.56
gemma3_270m,PROMPT 1,0SHOT,rougeL_f1,5.42
gemma3_270m,PROMPT 1,0SHOT,meteor,5.75
gemma3_270m,PROMPT 1,0SHOT,bertscore,60.49
gemma3_270m,PROMPT 1,0SHOT,comet,39.66
gemma3_270m,PROMPT 1,1SHOT,sacrebleu,0.01
gemma3_270m,PROMPT 1,1SHOT,chrf2,3.31
gemma3_270m,PROMPT 1,1SHOT,ter,109.47
gemma3_270m,PROMPT 1,1SHOT,rougeL_f1,0.91
gemma3_270m,PROMPT 1,1SHOT,meteor,0.96
gemma3_270m,PROMPT 1,1SHOT,bertscore,60.56
gemma3_270m,PROMPT 1,1SHOT,comet,33.92
gemma3_270m,PROMPT 1,2SHOT,sacrebleu,2.36
gemma3_270m,PROMPT 1,2SHOT,chrf2,20.43
gemma3_270m,PROMPT 1,2SHOT,ter,107.98
gemma3_270m,PROMPT 1,2SHOT,rougeL_f1,13.91
gemma3_270m,PROMPT 1,2SHOT,meteor,13.42
gemma3_270m,PROMPT 1,2SHOT,bertscore,67.56
gemma3_270m,PROMPT 1,2SHOT,comet,51.49
gemma3_270m,PROMPT 1,3SHOT,sacrebleu,2.2
gemma3_270m,PROMPT 1,3SHOT,chrf2,22.65
gemma3_270m,PROMPT 1,3SHOT,ter,125.23
gemma3_270m,PROMPT 1,3SHOT,rougeL_f1,18.49
gemma3_270m,PROMPT 1,3SHOT,meteor,18.39
gemma3_270m,PROMPT 1,3SHOT,bertscore,68.78
gemma3_270m,PROMPT 1,3SHOT,comet,57.16
gemma3_270m,PROMPT 1,5SHOT,sacrebleu,1.84
gemma3_270m,PROMPT 1,5SHOT,chrf2,21.76
gemma3_270m,PROMPT 1,5SHOT,ter,143.65
gemma3_270m,PROMPT 1,5SHOT,rougeL_f1,18.09
gemma3_270m,PROMPT 1,5SHOT,meteor,17.87
gemma3_270m,PROMPT 1,5SHOT,bertscore,68.35
gemma3_270m,PROMPT 1,5SHOT,comet,56.18
gemma3_270m,PROMPT 1,10SHOT,sacrebleu,2.22
gemma3_270m,PROMPT 1,10SHOT,chrf2,17.56
gemma3_270m,PROMPT 1,10SHOT,ter,116.54
gemma3_270m,PROMPT 1,10SHOT,rougeL_f1,15.71
gemma3_270m,PROMPT 1,10SHOT,meteor,14.6
gemma3_270m,PROMPT 1,10SHOT,bertscore,68.89
gemma3_270m,PROMPT 1,10SHOT,comet,54.45
gemma3_270m,PROMPT 2,0SHOT,sacrebleu,0.97
gemma3_270m,PROMPT 2,0SHOT,chrf2,8.49
gemma3_270m,PROMPT 2,0SHOT,ter,125.04
gemma3_270m,PROMPT 2,0SHOT,rougeL_f1,6.35
gemma3_270m,PROMPT 2,0SHOT,meteor,6.26
gemma3_270m,PROMPT 2,0SHOT,bertscore,63.7
gemma3_270m,PROMPT 2,0SHOT,comet,51.45
gemma3_270m,PROMPT 2,1SHOT,sacrebleu,1.78
gemma3_270m,PROMPT 2,1SHOT,chrf2,17.32
gemma3_270m,PROMPT 2,1SHOT,ter,129.0
gemma3_270m,PROMPT 2,1SHOT,rougeL_f1,13.01
gemma3_270m,PROMPT 2,1SHOT,meteor,13.19
gemma3_270m,PROMPT 2,1SHOT,bertscore,65.94
gemma3_270m,PROMPT 2,1SHOT,comet,50.18
gemma3_270m,PROMPT 2,2SHOT,sacrebleu,1.93
gemma3_270m,PROMPT 2,2SHOT,chrf2,22.23
gemma3_270m,PROMPT 2,2SHOT,ter,129.07
gemma3_270m,PROMPT 2,2SHOT,rougeL_f1,17.68
gemma3_270m,PROMPT 2,2SHOT,meteor,17.9
gemma3_270m,PROMPT 2,2SHOT,bertscore,68.58
gemma3_270m,PROMPT 2,2SHOT,comet,56.59
gemma3_270m,PROMPT 2,3SHOT,sacrebleu,1.83
gemma3_270m,PROMPT 2,3SHOT,chrf2,21.74
gemma3_270m,PROMPT 2,3SHOT,ter,131.64
gemma3_270m,PROMPT 2,3SHOT,rougeL_f1,17.53
gemma3_270m,PROMPT 2,3SHOT,meteor,17.78
gemma3_270m,PROMPT 2,3SHOT,bertscore,67.99
gemma3_270m,PROMPT 2,3SHOT,comet,56.47
gemma3_270m,PROMPT 2,5SHOT,sacrebleu,1.82
gemma3_270m,PROMPT 2,5SHOT,chrf2,21.32
gemma3_270m,PROMPT 2,5SHOT,ter,127.5
gemma3_270m,PROMPT 2,5SHOT,rougeL_f1,16.5
gemma3_270m,PROMPT 2,5SHOT,meteor,16.41
gemma3_270m,PROMPT 2,5SHOT,bertscore,67.96
gemma3_270m,PROMPT 2,5SHOT,comet,55.39
gemma3_270m,PROMPT 2,10SHOT,sacrebleu,2.67
gemma3_270m,PROMPT 2,10SHOT,chrf2,19.83
gemma3_270m,PROMPT 2,10SHOT,ter,106.43
gemma3_270m,PROMPT 2,10SHOT,rougeL_f1,18.4
gemma3_270m,PROMPT 2,10SHOT,meteor,16.95
gemma3_270m,PROMPT 2,10SHOT,bertscore,69.86
gemma3_270m,PROMPT 2,10SHOT,comet,55.53
gemma3_270m,PROMPT 3,0SHOT,sacrebleu,0.45
gemma3_270m,PROMPT 3,0SHOT,chrf2,7.88
gemma3_270m,PROMPT 3,0SHOT,ter,100.05
gemma3_270m,PROMPT 3,0SHOT,rougeL_f1,7.73
gemma3_270m,PROMPT 3,0SHOT,meteor,6.56
gemma3_270m,PROMPT 3,0SHOT,bertscore,65.64
gemma3_270m,PROMPT 3,0SHOT,comet,50.25
gemma3_270m,PROMPT 3,1SHOT,sacrebleu,1.79
gemma3_270m,PROMPT 3,1SHOT,chrf2,15.86
gemma3_270m,PROMPT 3,1SHOT,ter,99.89
gemma3_270m,PROMPT 3,1SHOT,rougeL_f1,14.57
gemma3_270m,PROMPT 3,1SHOT,meteor,12.98
gemma3_270m,PROMPT 3,1SHOT,bertscore,67.34
gemma3_270m,PROMPT 3,1SHOT,comet,54.6
gemma3_270m,PROMPT 3,2SHOT,sacrebleu,2.45
gemma3_270m,PROMPT 3,2SHOT,chrf2,19.48
gemma3_270m,PROMPT 3,2SHOT,ter,103.01
gemma3_270m,PROMPT 3,2SHOT,rougeL_f1,18.12
gemma3_270m,PROMPT 3,2SHOT,meteor,16.66
gemma3_270m,PROMPT 3,2SHOT,bertscore,70.1
gemma3_270m,PROMPT 3,2SHOT,comet,56.62
gemma3_270m,PROMPT 3,3SHOT,sacrebleu,2.72
gemma3_270m,PROMPT 3,3SHOT,chrf2,22.04
gemma3_270m,PROMPT 3,3SHOT,ter,98.63
gemma3_270m,PROMPT 3,3SHOT,rougeL_f1,20.02
gemma3_270m,PROMPT 3,3SHOT,meteor,18.34
gemma3_270m,PROMPT 3,3SHOT,bertscore,70.24
gemma3_270m,PROMPT 3,3SHOT,comet,57.99
gemma3_270m,PROMPT 3,5SHOT,sacrebleu,2.7
gemma3_270m,PROMPT 3,5SHOT,chrf2,21.75
gemma3_270m,PROMPT 3,5SHOT,ter,100.84
gemma3_270m,PROMPT 3,5SHOT,rougeL_f1,20.03
gemma3_270m,PROMPT 3,5SHOT,meteor,18.56
gemma3_270m,PROMPT 3,5SHOT,bertscore,70.25
gemma3_270m,PROMPT 3,5SHOT,comet,57.69
gemma3_270m,PROMPT 3,10SHOT,sacrebleu,2.85
gemma3_270m,PROMPT 3,10SHOT,chrf2,19.42
gemma3_270m,PROMPT 3,10SHOT,ter,115.36
gemma3_270m,PROMPT 3,10SHOT,rougeL_f1,19.6
gemma3_270m,PROMPT 3,10SHOT,meteor,17.88
gemma3_270m,PROMPT 3,10SHOT,bertscore,69.68
gemma3_270m,PROMPT 3,10SHOT,comet,55.42
gemma3_270m,PROMPT 4,0SHOT,sacrebleu,1.27
gemma3_270m,PROMPT 4,0SHOT,chrf2,13.0
gemma3_270m,PROMPT 4,0SHOT,ter,103.17
gemma3_270m,PROMPT 4,0SHOT,rougeL_f1,9.53
gemma3_270m,PROMPT 4,0SHOT,meteor,8.87
gemma3_270m,PROMPT 4,0SHOT,bertscore,52.85
gemma3_270m,PROMPT 4,0SHOT,comet,50.32
gemma3_270m,PROMPT 4,1SHOT,sacrebleu,2.07
gemma3_270m,PROMPT 4,1SHOT,chrf2,15.91
gemma3_270m,PROMPT 4,1SHOT,ter,108.15
gemma3_270m,PROMPT 4,1SHOT,rougeL_f1,13.55
gemma3_270m,PROMPT 4,1SHOT,meteor,12.76
gemma3_270m,PROMPT 4,1SHOT,bertscore,68.46
gemma3_270m,PROMPT 4,1SHOT,comet,54.18
gemma3_270m,PROMPT 4,2SHOT,sacrebleu,2.92
gemma3_270m,PROMPT 4,2SHOT,chrf2,22.04
gemma3_270m,PROMPT 4,2SHOT,ter,107.18
gemma3_270m,PROMPT 4,2SHOT,rougeL_f1,19.53
gemma3_270m,PROMPT 4,2SHOT,meteor,18.48
gemma3_270m,PROMPT 4,2SHOT,bertscore,70.65
gemma3_270m,PROMPT 4,2SHOT,comet,58.38
gemma3_270m,PROMPT 4,3SHOT,sacrebleu,3.01
gemma3_270m,PROMPT 4,3SHOT,chrf2,24.34
gemma3_270m,PROMPT 4,3SHOT,ter,105.93
gemma3_270m,PROMPT 4,3SHOT,rougeL_f1,21.19
gemma3_270m,PROMPT 4,3SHOT,meteor,20.29
gemma3_270m,PROMPT 4,3SHOT,bertscore,70.97
gemma3_270m,PROMPT 4,3SHOT,comet,59.31
gemma3_270m,PROMPT 4,5SHOT,sacrebleu,3.13
gemma3_270m,PROMPT 4,5SHOT,chrf2,23.74
gemma3_270m,PROMPT 4,5SHOT,ter,104.75
gemma3_270m,PROMPT 4,5SHOT,rougeL_f1,20.86
gemma3_270m,PROMPT 4,5SHOT,meteor,20.08
gemma3_270m,PROMPT 4,5SHOT,bertscore,70.76
gemma3_270m,PROMPT 4,5SHOT,comet,58.72
gemma3_270m,PROMPT 4,10SHOT,sacrebleu,2.84
gemma3_270m,PROMPT 4,10SHOT,chrf2,20.05
gemma3_270m,PROMPT 4,10SHOT,ter,101.11
gemma3_270m,PROMPT 4,10SHOT,rougeL_f1,19.87
gemma3_270m,PROMPT 4,10SHOT,meteor,17.93
gemma3_270m,PROMPT 4,10SHOT,bertscore,70.8
gemma3_270m,PROMPT 4,10SHOT,comet,57.51
gemma3_4b,PROMPT 0,0SHOT,sacrebleu,8.56
gemma3_4b,PROMPT 0,0SHOT,chrf2,34.27
gemma3_4b,PROMPT 0,0SHOT,ter,91.58
gemma3_4b,PROMPT 0,0SHOT,rougeL_f1,35.68
gemma3_4b,PROMPT 0,0SHOT,meteor,35.15
gemma3_4b,PROMPT 0,0SHOT,bertscore,76.03
gemma3_4b,PROMPT 0,0SHOT,comet,68.2
gemma3_4b,PROMPT 0,1SHOT,sacrebleu,9.92
gemma3_4b,PROMPT 0,1SHOT,chrf2,35.38
gemma3_4b,PROMPT 0,1SHOT,ter,86.17
gemma3_4b,PROMPT 0,1SHOT,rougeL_f1,39.16
gemma3_4b,PROMPT 0,1SHOT,meteor,37.64
gemma3_4b,PROMPT 0,1SHOT,bertscore,77.78
gemma3_4b,PROMPT 0,1SHOT,comet,71.05
gemma3_4b,PROMPT 0,2SHOT,sacrebleu,9.95
gemma3_4b,PROMPT 0,2SHOT,chrf2,35.48
gemma3_4b,PROMPT 0,2SHOT,ter,86.95
gemma3_4b,PROMPT 0,2SHOT,rougeL_f1,38.67
gemma3_4b,PROMPT 0,2SHOT,meteor,37.2
gemma3_4b,PROMPT 0,2SHOT,bertscore,77.81
gemma3_4b,PROMPT 0,2SHOT,comet,71.3
gemma3_4b,PROMPT 0,3SHOT,sacrebleu,9.37
gemma3_4b,PROMPT 0,3SHOT,chrf2,35.25
gemma3_4b,PROMPT 0,3SHOT,ter,88.98
gemma3_4b,PROMPT 0,3SHOT,rougeL_f1,38.7
gemma3_4b,PROMPT 0,3SHOT,meteor,37.19
gemma3_4b,PROMPT 0,3SHOT,bertscore,77.66
gemma3_4b,PROMPT 0,3SHOT,comet,71.16
gemma3_4b,PROMPT 0,5SHOT,sacrebleu,9.86
gemma3_4b,PROMPT 0,5SHOT,chrf2,35.31
gemma3_4b,PROMPT 0,5SHOT,ter,87.36
gemma3_4b,PROMPT 0,5SHOT,rougeL_f1,38.93
gemma3_4b,PROMPT 0,5SHOT,meteor,37.43
gemma3_4b,PROMPT 0,5SHOT,bertscore,77.74
gemma3_4b,PROMPT 0,5SHOT,comet,71.41
gemma3_4b,PROMPT 0,10SHOT,sacrebleu,9.93
gemma3_4b,PROMPT 0,10SHOT,chrf2,35.24
gemma3_4b,PROMPT 0,10SHOT,ter,86.04
gemma3_4b,PROMPT 0,10SHOT,rougeL_f1,39.05
gemma3_4b,PROMPT 0,10SHOT,meteor,37.41
gemma3_4b,PROMPT 0,10SHOT,bertscore,77.85
gemma3_4b,PROMPT 0,10SHOT,comet,71.64
gemma3_4b,PROMPT 1,0SHOT,sacrebleu,1.9
gemma3_4b,PROMPT 1,0SHOT,chrf2,24.73
gemma3_4b,PROMPT 1,0SHOT,ter,250.0
gemma3_4b,PROMPT 1,0SHOT,rougeL_f1,20.73
gemma3_4b,PROMPT 1,0SHOT,meteor,25.59
gemma3_4b,PROMPT 1,0SHOT,bertscore,68.3
gemma3_4b,PROMPT 1,0SHOT,comet,59.89
gemma3_4b,PROMPT 1,1SHOT,sacrebleu,3.86
gemma3_4b,PROMPT 1,1SHOT,chrf2,28.39
gemma3_4b,PROMPT 1,1SHOT,ter,143.61
gemma3_4b,PROMPT 1,1SHOT,rougeL_f1,28.02
gemma3_4b,PROMPT 1,1SHOT,meteor,28.96
gemma3_4b,PROMPT 1,1SHOT,bertscore,71.66
gemma3_4b,PROMPT 1,1SHOT,comet,65.03
gemma3_4b,PROMPT 1,2SHOT,sacrebleu,3.22
gemma3_4b,PROMPT 1,2SHOT,chrf2,27.19
gemma3_4b,PROMPT 1,2SHOT,ter,172.85
gemma3_4b,PROMPT 1,2SHOT,rougeL_f1,26.15
gemma3_4b,PROMPT 1,2SHOT,meteor,27.91
gemma3_4b,PROMPT 1,2SHOT,bertscore,70.99
gemma3_4b,PROMPT 1,2SHOT,comet,64.27
gemma3_4b,PROMPT 1,3SHOT,sacrebleu,2.97
gemma3_4b,PROMPT 1,3SHOT,chrf2,26.8
gemma3_4b,PROMPT 1,3SHOT,ter,186.24
gemma3_4b,PROMPT 1,3SHOT,rougeL_f1,25.94
gemma3_4b,PROMPT 1,3SHOT,meteor,27.87
gemma3_4b,PROMPT 1,3SHOT,bertscore,70.75
gemma3_4b,PROMPT 1,3SHOT,comet,63.83
gemma3_4b,PROMPT 1,5SHOT,sacrebleu,3.72
gemma3_4b,PROMPT 1,5SHOT,chrf2,28.07
gemma3_4b,PROMPT 1,5SHOT,ter,156.05
gemma3_4b,PROMPT 1,5SHOT,rougeL_f1,28.47
gemma3_4b,PROMPT 1,5SHOT,meteor,29.33
gemma3_4b,PROMPT 1,5SHOT,bertscore,71.84
gemma3_4b,PROMPT 1,5SHOT,comet,65.45
gemma3_4b,PROMPT 1,10SHOT,sacrebleu,3.52
gemma3_4b,PROMPT 1,10SHOT,chrf2,27.95
gemma3_4b,PROMPT 1,10SHOT,ter,163.9
gemma3_4b,PROMPT 1,10SHOT,rougeL_f1,27.05
gemma3_4b,PROMPT 1,10SHOT,meteor,28.74
gemma3_4b,PROMPT 1,10SHOT,bertscore,71.13
gemma3_4b,PROMPT 1,10SHOT,comet,64.6
gemma3_4b,PROMPT 2,0SHOT,sacrebleu,0.87
gemma3_4b,PROMPT 2,0SHOT,chrf2,19.92
gemma3_4b,PROMPT 2,0SHOT,ter,433.38
gemma3_4b,PROMPT 2,0SHOT,rougeL_f1,15.13
gemma3_4b,PROMPT 2,0SHOT,meteor,21.55
gemma3_4b,PROMPT 2,0SHOT,bertscore,65.34
gemma3_4b,PROMPT 2,0SHOT,comet,55.3
gemma3_4b,PROMPT 2,1SHOT,sacrebleu,2.98
gemma3_4b,PROMPT 2,1SHOT,chrf2,27.43
gemma3_4b,PROMPT 2,1SHOT,ter,145.75
gemma3_4b,PROMPT 2,1SHOT,rougeL_f1,24.88
gemma3_4b,PROMPT 2,1SHOT,meteor,26.63
gemma3_4b,PROMPT 2,1SHOT,bertscore,70.94
gemma3_4b,PROMPT 2,1SHOT,comet,62.84
gemma3_4b,PROMPT 2,2SHOT,sacrebleu,2.38
gemma3_4b,PROMPT 2,2SHOT,chrf2,26.12
gemma3_4b,PROMPT 2,2SHOT,ter,183.51
gemma3_4b,PROMPT 2,2SHOT,rougeL_f1,23.31
gemma3_4b,PROMPT 2,2SHOT,meteor,25.39
gemma3_4b,PROMPT 2,2SHOT,bertscore,70.18
gemma3_4b,PROMPT 2,2SHOT,comet,61.89
gemma3_4b,PROMPT 2,3SHOT,sacrebleu,1.96
gemma3_4b,PROMPT 2,3SHOT,chrf2,24.65
gemma3_4b,PROMPT 2,3SHOT,ter,229.07
gemma3_4b,PROMPT 2,3SHOT,rougeL_f1,21.59
gemma3_4b,PROMPT 2,3SHOT,meteor,24.68
gemma3_4b,PROMPT 2,3SHOT,bertscore,69.26
gemma3_4b,PROMPT 2,3SHOT,comet,60.76
gemma3_4b,PROMPT 2,5SHOT,sacrebleu,2.36
gemma3_4b,PROMPT 2,5SHOT,chrf2,25.6
gemma3_4b,PROMPT 2,5SHOT,ter,208.02
gemma3_4b,PROMPT 2,5SHOT,rougeL_f1,24.04
gemma3_4b,PROMPT 2,5SHOT,meteor,26.16
gemma3_4b,PROMPT 2,5SHOT,bertscore,70.33
gemma3_4b,PROMPT 2,5SHOT,comet,62.43
gemma3_4b,PROMPT 2,10SHOT,sacrebleu,2.34
gemma3_4b,PROMPT 2,10SHOT,chrf2,25.89
gemma3_4b,PROMPT 2,10SHOT,ter,203.46
gemma3_4b,PROMPT 2,10SHOT,rougeL_f1,23.94
gemma3_4b,PROMPT 2,10SHOT,meteor,26.55
gemma3_4b,PROMPT 2,10SHOT,bertscore,70.19
gemma3_4b,PROMPT 2,10SHOT,comet,62.57
gemma3_4b,PROMPT 3,0SHOT,sacrebleu,8.63
gemma3_4b,PROMPT 3,0SHOT,chrf2,32.88
gemma3_4b,PROMPT 3,0SHOT,ter,90.03
gemma3_4b,PROMPT 3,0SHOT,rougeL_f1,35.09
gemma3_4b,PROMPT 3,0SHOT,meteor,33.89
gemma3_4b,PROMPT 3,0SHOT,bertscore,76.07
gemma3_4b,PROMPT 3,0SHOT,comet,66.66
gemma3_4b,PROMPT 3,1SHOT,sacrebleu,8.76
gemma3_4b,PROMPT 3,1SHOT,chrf2,31.52
gemma3_4b,PROMPT 3,1SHOT,ter,88.62
gemma3_4b,PROMPT 3,1SHOT,rougeL_f1,33.47
gemma3_4b,PROMPT 3,1SHOT,meteor,32.03
gemma3_4b,PROMPT 3,1SHOT,bertscore,75.25
gemma3_4b,PROMPT 3,1SHOT,comet,64.97
gemma3_4b,PROMPT 3,2SHOT,sacrebleu,8.8
gemma3_4b,PROMPT 3,2SHOT,chrf2,32.19
gemma3_4b,PROMPT 3,2SHOT,ter,88.26
gemma3_4b,PROMPT 3,2SHOT,rougeL_f1,34.45
gemma3_4b,PROMPT 3,2SHOT,meteor,33.12
gemma3_4b,PROMPT 3,2SHOT,bertscore,75.6
gemma3_4b,PROMPT 3,2SHOT,comet,65.51
gemma3_4b,PROMPT 3,3SHOT,sacrebleu,8.07
gemma3_4b,PROMPT 3,3SHOT,chrf2,30.89
gemma3_4b,PROMPT 3,3SHOT,ter,90.69
gemma3_4b,PROMPT 3,3SHOT,rougeL_f1,32.89
gemma3_4b,PROMPT 3,3SHOT,meteor,31.89
gemma3_4b,PROMPT 3,3SHOT,bertscore,74.82
gemma3_4b,PROMPT 3,3SHOT,comet,64.25
gemma3_4b,PROMPT 3,5SHOT,sacrebleu,8.04
gemma3_4b,PROMPT 3,5SHOT,chrf2,30.58
gemma3_4b,PROMPT 3,5SHOT,ter,90.87
gemma3_4b,PROMPT 3,5SHOT,rougeL_f1,32.58
gemma3_4b,PROMPT 3,5SHOT,meteor,31.81
gemma3_4b,PROMPT 3,5SHOT,bertscore,74.59
gemma3_4b,PROMPT 3,5SHOT,comet,64.14
gemma3_4b,PROMPT 3,10SHOT,sacrebleu,8.98
gemma3_4b,PROMPT 3,10SHOT,chrf2,31.51
gemma3_4b,PROMPT 3,10SHOT,ter,88.79
gemma3_4b,PROMPT 3,10SHOT,rougeL_f1,33.24
gemma3_4b,PROMPT 3,10SHOT,meteor,32.08
gemma3_4b,PROMPT 3,10SHOT,bertscore,75.22
gemma3_4b,PROMPT 3,10SHOT,comet,65.08
gemma3_4b,PROMPT 4,0SHOT,sacrebleu,6.49
gemma3_4b,PROMPT 4,0SHOT,chrf2,28.37
gemma3_4b,PROMPT 4,0SHOT,ter,96.39
gemma3_4b,PROMPT 4,0SHOT,rougeL_f1,26.48
gemma3_4b,PROMPT 4,0SHOT,meteor,26.49
gemma3_4b,PROMPT 4,0SHOT,bertscore,71.48
gemma3_4b,PROMPT 4,0SHOT,comet,61.66
gemma3_4b,PROMPT 4,1SHOT,sacrebleu,7.68
gemma3_4b,PROMPT 4,1SHOT,chrf2,29.26
gemma3_4b,PROMPT 4,1SHOT,ter,91.65
gemma3_4b,PROMPT 4,1SHOT,rougeL_f1,26.89
gemma3_4b,PROMPT 4,1SHOT,meteor,26.27
gemma3_4b,PROMPT 4,1SHOT,bertscore,73.67
gemma3_4b,PROMPT 4,1SHOT,comet,64.92
gemma3_4b,PROMPT 4,2SHOT,sacrebleu,8.02
gemma3_4b,PROMPT 4,2SHOT,chrf2,31.23
gemma3_4b,PROMPT 4,2SHOT,ter,91.98
gemma3_4b,PROMPT 4,2SHOT,rougeL_f1,29.96
gemma3_4b,PROMPT 4,2SHOT,meteor,28.91
gemma3_4b,PROMPT 4,2SHOT,bertscore,74.5
gemma3_4b,PROMPT 4,2SHOT,comet,66.63
gemma3_4b,PROMPT 4,3SHOT,sacrebleu,8.13
gemma3_4b,PROMPT 4,3SHOT,chrf2,31.95
gemma3_4b,PROMPT 4,3SHOT,ter,91.16
gemma3_4b,PROMPT 4,3SHOT,rougeL_f1,31.53
gemma3_4b,PROMPT 4,3SHOT,meteor,30.58
gemma3_4b,PROMPT 4,3SHOT,bertscore,74.72
gemma3_4b,PROMPT 4,3SHOT,comet,67.09
gemma3_4b,PROMPT 4,5SHOT,sacrebleu,8.3
gemma3_4b,PROMPT 4,5SHOT,chrf2,32.12
gemma3_4b,PROMPT 4,5SHOT,ter,90.83
gemma3_4b,PROMPT 4,5SHOT,rougeL_f1,31.72
gemma3_4b,PROMPT 4,5SHOT,meteor,30.85
gemma3_4b,PROMPT 4,5SHOT,bertscore,74.8
gemma3_4b,PROMPT 4,5SHOT,comet,67.15
gemma3_4b,PROMPT 4,10SHOT,sacrebleu,8.13
gemma3_4b,PROMPT 4,10SHOT,chrf2,31.74
gemma3_4b,PROMPT 4,10SHOT,ter,90.52
gemma3_4b,PROMPT 4,10SHOT,rougeL_f1,31.3
gemma3_4b,PROMPT 4,10SHOT,meteor,30.43
gemma3_4b,PROMPT 4,10SHOT,bertscore,74.48
gemma3_4b,PROMPT 4,10SHOT,comet,66.8
hunyuan,PROMPT 0,0SHOT,sacrebleu,9.23
hunyuan,PROMPT 0,0SHOT,chrf2,37.31
hunyuan,PROMPT 0,0SHOT,ter,97.16
hunyuan,PROMPT 0,0SHOT,rougeL_f1,39.27
hunyuan,PROMPT 0,0SHOT,meteor,39.84
hunyuan,PROMPT 0,0SHOT,bertscore,77.12
hunyuan,PROMPT 0,0SHOT,comet,73.87
hunyuan,PROMPT 0,1SHOT,sacrebleu,9.62
hunyuan,PROMPT 0,1SHOT,chrf2,37.45
hunyuan,PROMPT 0,1SHOT,ter,94.61
hunyuan,PROMPT 0,1SHOT,rougeL_f1,40.14
hunyuan,PROMPT 0,1SHOT,meteor,40.37
hunyuan,PROMPT 0,1SHOT,bertscore,77.34
hunyuan,PROMPT 0,1SHOT,comet,74.26
hunyuan,PROMPT 0,2SHOT,sacrebleu,9.7
hunyuan,PROMPT 0,2SHOT,chrf2,37.7
hunyuan,PROMPT 0,2SHOT,ter,94.4
hunyuan,PROMPT 0,2SHOT,rougeL_f1,40.73
hunyuan,PROMPT 0,2SHOT,meteor,40.87
hunyuan,PROMPT 0,2SHOT,bertscore,77.42
hunyuan,PROMPT 0,2SHOT,comet,74.65
hunyuan,PROMPT 0,3SHOT,sacrebleu,9.88
hunyuan,PROMPT 0,3SHOT,chrf2,37.79
hunyuan,PROMPT 0,3SHOT,ter,94.19
hunyuan,PROMPT 0,3SHOT,rougeL_f1,40.82
hunyuan,PROMPT 0,3SHOT,meteor,41.06
hunyuan,PROMPT 0,3SHOT,bertscore,77.37
hunyuan,PROMPT 0,3SHOT,comet,74.54
hunyuan,PROMPT 0,5SHOT,sacrebleu,9.98
hunyuan,PROMPT 0,5SHOT,chrf2,37.87
hunyuan,PROMPT 0,5SHOT,ter,93.95
hunyuan,PROMPT 0,5SHOT,rougeL_f1,41.04
hunyuan,PROMPT 0,5SHOT,meteor,41.18
hunyuan,PROMPT 0,5SHOT,bertscore,77.41
hunyuan,PROMPT 0,5SHOT,comet,74.67
hunyuan,PROMPT 0,10SHOT,sacrebleu,10.03
hunyuan,PROMPT 0,10SHOT,chrf2,37.76
hunyuan,PROMPT 0,10SHOT,ter,92.53
hunyuan,PROMPT 0,10SHOT,rougeL_f1,41.18
hunyuan,PROMPT 0,10SHOT,meteor,41.11
hunyuan,PROMPT 0,10SHOT,bertscore,77.29
hunyuan,PROMPT 0,10SHOT,comet,74.6
hunyuan,PROMPT 1,0SHOT,sacrebleu,8.77
hunyuan,PROMPT 1,0SHOT,chrf2,34.94
hunyuan,PROMPT 1,0SHOT,ter,101.97
hunyuan,PROMPT 1,0SHOT,rougeL_f1,35.3
hunyuan,PROMPT 1,0SHOT,meteor,36.1
hunyuan,PROMPT 1,0SHOT,bertscore,75.37
hunyuan,PROMPT 1,0SHOT,comet,70.49
hunyuan,PROMPT 1,1SHOT,sacrebleu,9.61
hunyuan,PROMPT 1,1SHOT,chrf2,36.02
hunyuan,PROMPT 1,1SHOT,ter,93.28
hunyuan,PROMPT 1,1SHOT,rougeL_f1,37.75
hunyuan,PROMPT 1,1SHOT,meteor,37.89
hunyuan,PROMPT 1,1SHOT,bertscore,76.38
hunyuan,PROMPT 1,1SHOT,comet,72.77
hunyuan,PROMPT 1,2SHOT,sacrebleu,9.55
hunyuan,PROMPT 1,2SHOT,chrf2,36.55
hunyuan,PROMPT 1,2SHOT,ter,93.36
hunyuan,PROMPT 1,2SHOT,rougeL_f1,38.6
hunyuan,PROMPT 1,2SHOT,meteor,38.95
hunyuan,PROMPT 1,2SHOT,bertscore,76.74
hunyuan,PROMPT 1,2SHOT,comet,73.77
hunyuan,PROMPT 1,3SHOT,sacrebleu,9.87
hunyuan,PROMPT 1,3SHOT,chrf2,36.91
